sub_num,session,trial_order,trial_number,frame_count_start,frame_count_end,filename
CAT_213,1,order2A,1,564,705,CAT_213_session1
CAT_213,1,order2A,2,781,922,CAT_213_session1
CAT_213,1,order2A,3,998,1138,CAT_213_session1
CAT_213,1,order2A,4,1214,1355,CAT_213_session1
CAT_213,1,order2A,6,1649,1790,CAT_213_session1
CAT_213,1,order2A,7,1867,2008,CAT_213_session1
CAT_213,1,order2A,8,2085,2226,CAT_213_session1
CAT_213,1,order2A,9,2302,2443,CAT_213_session1
CAT_213,1,order2A,11,2738,2879,CAT_213_session1
CAT_213,1,order2A,12,2956,3097,CAT_213_session1
CAT_213,1,order2A,13,3174,3315,CAT_213_session1
CAT_213,1,order2A,14,3391,3532,CAT_213_session1
CAT_213,1,order2A,16,3825,3965,CAT_213_session1
CAT_213,1,order2A,17,4043,4184,CAT_213_session1
CAT_213,1,order2A,18,4261,4402,CAT_213_session1
CAT_213,1,order2A,19,4478,4619,CAT_213_session1
CAT_213,1,order2A,21,4910,5051,CAT_213_session1
CAT_213,1,order2A,22,5128,5268,CAT_213_session1
CAT_213,1,order2A,23,5344,5485,CAT_213_session1
CAT_213,1,order2A,24,5562,5703,CAT_213_session1
CAT_213,1,order2A,26,5996,6137,CAT_213_session1
CAT_213,1,order2A,27,6214,6355,CAT_213_session1
CAT_213,1,order2A,28,6431,6572,CAT_213_session1
CAT_213,1,order2A,29,6648,6789,CAT_213_session1
CAT_213,2,order2B,1,574,714,CAT_213_session2
CAT_213,2,order2B,2,791,932,CAT_213_session2
CAT_213,2,order2B,3,1009,1150,CAT_213_session2
CAT_213,2,order2B,4,1226,1366,CAT_213_session2
CAT_213,2,order2B,6,1662,1803,CAT_213_session2
CAT_213,2,order2B,7,1880,2021,CAT_213_session2
CAT_213,2,order2B,8,2097,2238,CAT_213_session2
CAT_213,2,order2B,9,2315,2456,CAT_213_session2
CAT_213,2,order2B,12,2969,3110,CAT_213_session2
CAT_213,2,order2B,13,3187,3327,CAT_213_session2
CAT_213,2,order2B,14,3405,3546,CAT_213_session2
CAT_213,2,order2B,16,3840,3981,CAT_213_session2
CAT_213,2,order2B,17,4058,4199,CAT_213_session2
CAT_213,2,order2B,18,4275,4416,CAT_213_session2
CAT_213,2,order2B,19,4493,4634,CAT_213_session2
CAT_213,2,order2B,21,4928,5069,CAT_213_session2
CAT_213,2,order2B,22,5146,5287,CAT_213_session2
CAT_213,2,order2B,23,5364,5505,CAT_213_session2
CAT_213,2,order2B,24,5582,5723,CAT_213_session2
