sub_num,session,trial_order,trial_number,frame_count_start,frame_count_end,filename
CAT_233,1,order1B,11,2645,2790,CAT_233_session1
CAT_233,1,order1B,12,2863,3007,CAT_233_session1
CAT_233,1,order1B,13,3083,3227,CAT_233_session1
CAT_233,1,order1B,14,3298,3413,CAT_233_session1
CAT_233,1,order1B,16,3646,3760,CAT_233_session1
CAT_233,1,order1B,17,3825,3969,CAT_233_session1
CAT_233,1,order1B,18,4042,4186,CAT_233_session1
CAT_233,1,order1B,19,4262,4407,CAT_233_session1
CAT_233,1,order1B,21,4784,4899,CAT_233_session1
CAT_233,1,order1B,22,4957,5072,CAT_233_session1
CAT_233,1,order1B,23,5134,5249,CAT_233_session1
CAT_233,1,order1B,24,5308,5423,CAT_233_session1
CAT_233,1,order1B,26,5658,5773,CAT_233_session1
CAT_233,1,order1B,27,5832,5946,CAT_233_session1
CAT_233,1,order1B,28,6007,6122,CAT_233_session1
CAT_233,1,order1B,29,6181,6296,CAT_233_session1
CAT_233,2,order1A,1,424,520,CAT_233_session2
CAT_233,2,order1A,2,572,668,CAT_233_session2
CAT_233,2,order1A,3,720,816,CAT_233_session2
CAT_233,2,order1A,4,867,962,CAT_233_session2
CAT_233,2,order1A,6,1166,1281,CAT_233_session2
CAT_233,2,order1A,7,1339,1435,CAT_233_session2
CAT_233,2,order1A,8,1487,1583,CAT_233_session2
CAT_233,2,order1A,9,1636,1732,CAT_233_session2
CAT_233,2,order1A,11,1933,2029,CAT_233_session2
CAT_233,2,order1A,12,2081,2177,CAT_233_session2
CAT_233,2,order1A,14,2377,2473,CAT_233_session2
CAT_233,2,order1A,16,2672,2768,CAT_233_session2
CAT_233,2,order1A,18,2967,3063,CAT_233_session2
CAT_233,2,order1A,19,3115,3211,CAT_233_session2
CAT_233,2,order1A,21,3410,3506,CAT_233_session2
CAT_233,2,order1A,22,3558,3654,CAT_233_session2
CAT_233,2,order1A,23,3706,3802,CAT_233_session2
CAT_233,2,order1A,26,4147,4242,CAT_233_session2
CAT_233,2,order1A,28,4366,4482,CAT_233_session2
CAT_233,2,order1A,29,4543,4659,CAT_233_session2
CAT_234,1,order1B-locationflip,1,412,483,CAT_234_session1
CAT_234,1,order1B-locationflip,2,523,594,CAT_234_session1
CAT_234,1,order1B-locationflip,3,637,707,CAT_234_session1
CAT_234,1,order1B-locationflip,4,751,822,CAT_234_session1
CAT_234,1,order1B-locationflip,6,974,1043,CAT_234_session1
CAT_234,1,order1B-locationflip,7,1086,1156,CAT_234_session1
CAT_234,1,order1B-locationflip,8,1199,1269,CAT_234_session1
CAT_234,1,order1B-locationflip,9,1310,1380,CAT_234_session1
CAT_234,1,order1B-locationflip,16,2265,2335,CAT_234_session1
CAT_234,1,order1B-locationflip,17,2377,2448,CAT_234_session1
CAT_234,1,order1B-locationflip,19,2602,2673,CAT_234_session1
CAT_234,1,order1B-locationflip,22,3055,3193,CAT_234_session1
CAT_234,1,order1B-locationflip,24,3572,3655,CAT_234_session1
CAT_234,1,order1B-locationflip,26,3927,4068,CAT_234_session1
CAT_234,1,order1B-locationflip,27,4145,4286,CAT_234_session1
CAT_234,1,order1B-locationflip,28,4364,4504,CAT_234_session1
CAT_234,1,order1B-locationflip,29,4582,4723,CAT_234_session1
CAT_234,2,order1A-locationflip,1,533,672,CAT_234_session2
CAT_234,2,order1A-locationflip,2,750,890,CAT_234_session2
CAT_234,2,order1A-locationflip,3,967,1108,CAT_234_session2
CAT_234,2,order1A-locationflip,4,1185,1326,CAT_234_session2
CAT_234,2,order1A-locationflip,6,1619,1760,CAT_234_session2
CAT_234,2,order1A-locationflip,7,1840,1980,CAT_234_session2
CAT_234,2,order1A-locationflip,8,2059,2199,CAT_234_session2
CAT_234,2,order1A-locationflip,9,2279,2419,CAT_234_session2
CAT_234,2,order1A-locationflip,11,2716,2856,CAT_234_session2
CAT_234,2,order1A-locationflip,12,2934,3073,CAT_234_session2
CAT_234,2,order1A-locationflip,13,3154,3295,CAT_234_session2
CAT_234,2,order1A-locationflip,14,3372,3513,CAT_234_session2
CAT_234,2,order1A-locationflip,16,3809,3948,CAT_234_session2
CAT_234,2,order1A-locationflip,17,4029,4169,CAT_234_session2
CAT_234,2,order1A-locationflip,18,4246,4385,CAT_234_session2
CAT_234,2,order1A-locationflip,21,4902,5041,CAT_234_session2
CAT_234,2,order1A-locationflip,22,5119,5258,CAT_234_session2
CAT_234,2,order1A-locationflip,24,5555,5695,CAT_234_session2
CAT_234,2,order1A-locationflip,26,5992,6132,CAT_234_session2
CAT_234,2,order1A-locationflip,27,6210,6349,CAT_234_session2
CAT_234,2,order1A-locationflip,28,6427,6567,CAT_234_session2
CAT_234,2,order1A-locationflip,29,6644,6785,CAT_234_session2
CAT_235,1,order1A-locationflip,1,624,765,CAT_235_session1
CAT_235,1,order1A-locationflip,2,842,983,CAT_235_session1
CAT_235,1,order1A-locationflip,3,1060,1201,CAT_235_session1
CAT_235,1,order1A-locationflip,4,1278,1419,CAT_235_session1
CAT_235,1,order1A-locationflip,6,1715,1856,CAT_235_session1
CAT_235,1,order1A-locationflip,7,1933,2074,CAT_235_session1
CAT_235,1,order1A-locationflip,8,2152,2293,CAT_235_session1
CAT_235,1,order1A-locationflip,9,2370,2511,CAT_235_session1
CAT_235,1,order1A-locationflip,11,2807,2948,CAT_235_session1
CAT_235,1,order1A-locationflip,12,3025,3166,CAT_235_session1
CAT_235,1,order1A-locationflip,13,3244,3385,CAT_235_session1
CAT_235,1,order1A-locationflip,14,3462,3602,CAT_235_session1
CAT_235,1,order1A-locationflip,16,3900,4041,CAT_235_session1
CAT_235,1,order1A-locationflip,17,4119,4260,CAT_235_session1
CAT_235,1,order1A-locationflip,18,4337,4478,CAT_235_session1
CAT_235,1,order1A-locationflip,19,4556,4697,CAT_235_session1
CAT_235,1,order1A-locationflip,21,4992,5133,CAT_235_session1
CAT_235,1,order1A-locationflip,22,5210,5351,CAT_235_session1
CAT_235,1,order1A-locationflip,23,5429,5570,CAT_235_session1
CAT_235,1,order1A-locationflip,26,6081,6222,CAT_235_session1
CAT_235,1,order1A-locationflip,27,6299,6440,CAT_235_session1
CAT_235,1,order1A-locationflip,28,6517,6657,CAT_235_session1
CAT_235,1,order1A-locationflip,29,6735,6876,CAT_235_session1
CAT_235,2,order1B-locationflip,1,940,1081,CAT_235_session2
CAT_235,2,order1B-locationflip,2,1158,1299,CAT_235_session2
CAT_235,2,order1B-locationflip,3,1376,1517,CAT_235_session2
CAT_235,2,order1B-locationflip,4,1595,1736,CAT_235_session2
CAT_235,2,order1B-locationflip,6,2032,2173,CAT_235_session2
CAT_235,2,order1B-locationflip,7,2250,2391,CAT_235_session2
CAT_235,2,order1B-locationflip,8,2468,2609,CAT_235_session2
CAT_235,2,order1B-locationflip,9,2687,2828,CAT_235_session2
CAT_235,2,order1B-locationflip,11,3122,3263,CAT_235_session2
CAT_235,2,order1B-locationflip,12,3340,3481,CAT_235_session2
CAT_235,2,order1B-locationflip,13,3559,3700,CAT_235_session2
CAT_235,2,order1B-locationflip,14,3777,3918,CAT_235_session2
CAT_235,2,order1B-locationflip,16,4212,4353,CAT_235_session2
CAT_235,2,order1B-locationflip,17,4428,4569,CAT_235_session2
CAT_235,2,order1B-locationflip,18,4647,4788,CAT_235_session2
CAT_235,2,order1B-locationflip,19,4865,5006,CAT_235_session2
CAT_235,2,order1B-locationflip,21,5302,5443,CAT_235_session2
CAT_235,2,order1B-locationflip,22,5520,5661,CAT_235_session2
CAT_235,2,order1B-locationflip,23,5738,5879,CAT_235_session2
CAT_235,2,order1B-locationflip,24,5957,6098,CAT_235_session2
CAT_235,2,order1B-locationflip,26,6393,6534,CAT_235_session2
CAT_235,2,order1B-locationflip,27,6609,6750,CAT_235_session2
CAT_235,2,order1B-locationflip,28,6828,6969,CAT_235_session2
CAT_235,2,order1B-locationflip,29,7047,7188,CAT_235_session2
CAT_236,1,order2A-locationflip,1,750,890,CAT_236_session1
CAT_236,1,order2A-locationflip,2,968,1108,CAT_236_session1
CAT_236,1,order2A-locationflip,3,1192,1330,CAT_236_session1
CAT_236,1,order2A-locationflip,4,1433,1572,CAT_236_session1
CAT_236,1,order2A-locationflip,6,1907,2048,CAT_236_session1
CAT_236,1,order2A-locationflip,7,2125,2264,CAT_236_session1
CAT_236,1,order2A-locationflip,8,2346,2486,CAT_236_session1
CAT_236,1,order2A-locationflip,9,2564,2703,CAT_236_session1
CAT_236,1,order2A-locationflip,11,3000,3141,CAT_236_session1
CAT_236,1,order2A-locationflip,12,3217,3356,CAT_236_session1
CAT_236,1,order2A-locationflip,13,3433,3572,CAT_236_session1
CAT_236,1,order2A-locationflip,14,3649,3790,CAT_236_session1
CAT_236,1,order2A-locationflip,16,4084,4225,CAT_236_session1
CAT_236,1,order2A-locationflip,17,4302,4443,CAT_236_session1
CAT_236,1,order2A-locationflip,18,4519,4657,CAT_236_session1
CAT_236,1,order2A-locationflip,19,4739,4878,CAT_236_session1
CAT_236,1,order2A-locationflip,21,5191,5330,CAT_236_session1
CAT_236,1,order2A-locationflip,22,5408,5549,CAT_236_session1
CAT_236,1,order2A-locationflip,23,5625,5764,CAT_236_session1
CAT_236,1,order2A-locationflip,24,5842,5968,CAT_236_session1
CAT_236,2,order2B-locationflip,1,745,884,CAT_236_session2
CAT_236,2,order2B-locationflip,2,965,1106,CAT_236_session2
CAT_236,2,order2B-locationflip,3,1183,1322,CAT_236_session2
CAT_236,2,order2B-locationflip,4,1401,1540,CAT_236_session2
CAT_236,2,order2B-locationflip,6,1835,1976,CAT_236_session2
CAT_236,2,order2B-locationflip,7,2053,2192,CAT_236_session2
CAT_236,2,order2B-locationflip,8,2272,2410,CAT_236_session2
CAT_236,2,order2B-locationflip,9,2492,2631,CAT_236_session2
CAT_236,2,order2B-locationflip,11,2928,3067,CAT_236_session2
CAT_236,2,order2B-locationflip,12,3145,3284,CAT_236_session2
CAT_236,2,order2B-locationflip,13,3365,3504,CAT_236_session2
CAT_236,2,order2B-locationflip,14,3584,3724,CAT_236_session2
CAT_236,2,order2B-locationflip,16,4020,4158,CAT_236_session2
CAT_236,2,order2B-locationflip,17,4240,4378,CAT_236_session2
CAT_236,2,order2B-locationflip,18,4460,4598,CAT_236_session2
CAT_236,2,order2B-locationflip,19,4680,4819,CAT_236_session2
CAT_236,2,order2B-locationflip,21,5117,5255,CAT_236_session2
CAT_236,2,order2B-locationflip,22,5337,5477,CAT_236_session2
CAT_236,2,order2B-locationflip,23,5556,5697,CAT_236_session2
CAT_236,2,order2B-locationflip,24,5773,5912,CAT_236_session2
CAT_237,1,order2A,1,260,329,CAT_237_session1
CAT_237,1,order2A,2,366,434,CAT_237_session1
CAT_237,1,order2A,6,787,855,CAT_237_session1
CAT_237,1,order2A,7,892,960,CAT_237_session1
CAT_237,1,order2A,8,998,1066,CAT_237_session1
CAT_237,1,order2A,9,1104,1172,CAT_237_session1
CAT_237,1,order2A,11,1314,1382,CAT_237_session1
CAT_237,1,order2A,12,1420,1488,CAT_237_session1
CAT_237,1,order2A,13,1526,1594,CAT_237_session1
CAT_237,1,order2A,14,1631,1699,CAT_237_session1
CAT_237,1,order2A,16,1842,1910,CAT_237_session1
CAT_237,1,order2A,17,1947,2015,CAT_237_session1
CAT_237,1,order2A,18,2053,2121,CAT_237_session1
CAT_237,1,order2A,19,2158,2226,CAT_237_session1
CAT_237,1,order2A,21,2368,2436,CAT_237_session1
CAT_237,1,order2A,22,2473,2541,CAT_237_session1
CAT_237,1,order2A,23,2578,2646,CAT_237_session1
CAT_237,1,order2A,24,2683,2751,CAT_237_session1
CAT_237,1,order2A,26,2909,2977,CAT_237_session1
CAT_237,1,order2A,27,3014,3082,CAT_237_session1
CAT_237,1,order2A,28,3119,3187,CAT_237_session1
CAT_237,1,order2A,29,3225,3293,CAT_237_session1
CAT_237,2,order2B,1,426,534,CAT_237_session2
CAT_237,2,order2B,2,592,701,CAT_237_session2
CAT_237,2,order2B,3,762,896,CAT_237_session2
CAT_237,2,order2B,4,968,1102,CAT_237_session2
CAT_237,2,order2B,6,1381,1514,CAT_237_session2
CAT_237,2,order2B,7,1583,1691,CAT_237_session2
CAT_237,2,order2B,8,1754,1887,CAT_237_session2
CAT_237,2,order2B,9,1961,2093,CAT_237_session2
CAT_237,2,order2B,11,2329,2437,CAT_237_session2
CAT_237,2,order2B,12,2496,2604,CAT_237_session2
CAT_237,2,order2B,13,2662,2769,CAT_237_session2
CAT_237,2,order2B,14,2829,2938,CAT_237_session2
CAT_237,2,order2B,16,3166,3300,CAT_237_session2
CAT_237,2,order2B,17,3370,3478,CAT_237_session2
CAT_237,2,order2B,18,3536,3644,CAT_237_session2
CAT_237,2,order2B,19,3703,3812,CAT_237_session2
CAT_237,2,order2B,21,4036,4144,CAT_237_session2
CAT_237,2,order2B,22,4202,4311,CAT_237_session2
CAT_237,2,order2B,23,4369,4477,CAT_237_session2
CAT_237,2,order2B,24,4539,4672,CAT_237_session2
CAT_237,2,order2B,26,4952,5086,CAT_237_session2
CAT_237,2,order2B,27,5154,5262,CAT_237_session2
CAT_237,2,order2B,28,5325,5459,CAT_237_session2
CAT_237,2,order2B,29,5527,5636,CAT_237_session2
CAT_238,1,order1B,1,319,391,CAT_238_session1
CAT_238,1,order1B,2,430,502,CAT_238_session1
CAT_238,1,order1B,3,541,613,CAT_238_session1
CAT_238,1,order1B,4,653,725,CAT_238_session1
CAT_238,1,order1B,6,874,946,CAT_238_session1
CAT_238,1,order1B,7,985,1057,CAT_238_session1
CAT_238,1,order1B,8,1097,1169,CAT_238_session1
CAT_238,1,order1B,9,1208,1280,CAT_238_session1
CAT_238,1,order1B,11,1430,1502,CAT_238_session1
CAT_238,1,order1B,12,1542,1613,CAT_238_session1
CAT_238,1,order1B,13,1653,1725,CAT_238_session1
CAT_238,1,order1B,14,1765,1837,CAT_238_session1
CAT_238,1,order1B,16,1986,2058,CAT_238_session1
CAT_238,1,order1B,17,2098,2170,CAT_238_session1
CAT_238,1,order1B,18,2209,2281,CAT_238_session1
CAT_238,1,order1B,19,2320,2392,CAT_238_session1
CAT_238,1,order1B,21,2543,2615,CAT_238_session1
CAT_238,1,order1B,22,2654,2726,CAT_238_session1
CAT_238,1,order1B,23,2765,2837,CAT_238_session1
CAT_238,1,order1B,24,2876,2948,CAT_238_session1
CAT_238,1,order1B,26,3098,3170,CAT_238_session1
CAT_238,1,order1B,27,3209,3281,CAT_238_session1
CAT_238,1,order1B,28,3321,3393,CAT_238_session1
CAT_238,1,order1B,29,3432,3504,CAT_238_session1
CAT_239,1,order1A-locationflip,1,640,782,CAT_239_session1
CAT_239,1,order1A-locationflip,2,863,1003,CAT_239_session1
CAT_239,1,order1A-locationflip,3,1084,1223,CAT_239_session1
CAT_239,1,order1A-locationflip,4,1304,1444,CAT_239_session1
CAT_239,1,order1A-locationflip,6,1740,1881,CAT_239_session1
CAT_239,1,order1A-locationflip,7,1959,2098,CAT_239_session1
CAT_239,1,order1A-locationflip,8,2183,2323,CAT_239_session1
CAT_239,1,order1A-locationflip,9,2405,2545,CAT_239_session1
CAT_239,1,order1A-locationflip,11,2845,2986,CAT_239_session1
CAT_239,1,order1A-locationflip,12,3066,3207,CAT_239_session1
CAT_239,1,order1A-locationflip,13,3286,3428,CAT_239_session1
CAT_239,1,order1A-locationflip,14,3506,3647,CAT_239_session1
CAT_239,1,order1A-locationflip,16,3943,4083,CAT_239_session1
CAT_239,1,order1A-locationflip,17,4166,4307,CAT_239_session1
CAT_239,1,order1A-locationflip,18,4386,4527,CAT_239_session1
CAT_239,1,order1A-locationflip,19,4607,4749,CAT_239_session1
CAT_239,2,order1B-locationflip,1,535,677,CAT_239_session2
CAT_239,2,order1B-locationflip,2,755,897,CAT_239_session2
CAT_239,2,order1B-locationflip,3,974,1116,CAT_239_session2
CAT_239,2,order1B-locationflip,4,1193,1335,CAT_239_session2
CAT_239,2,order1B-locationflip,6,1633,1774,CAT_239_session2
CAT_239,2,order1B-locationflip,7,1850,1991,CAT_239_session2
CAT_239,2,order1B-locationflip,8,2070,2212,CAT_239_session2
CAT_239,2,order1B-locationflip,9,2289,2431,CAT_239_session2
CAT_239,2,order1B-locationflip,11,2728,2869,CAT_239_session2
CAT_239,2,order1B-locationflip,12,2949,3091,CAT_239_session2
CAT_239,2,order1B-locationflip,13,3169,3310,CAT_239_session2
CAT_239,2,order1B-locationflip,14,3388,3530,CAT_239_session2
CAT_239,2,order1B-locationflip,16,3825,3967,CAT_239_session2
CAT_239,2,order1B-locationflip,17,4044,4186,CAT_239_session2
CAT_239,2,order1B-locationflip,18,4263,4405,CAT_239_session2
CAT_239,2,order1B-locationflip,19,4483,4625,CAT_239_session2
CAT_239,2,order1B-locationflip,22,5141,5283,CAT_239_session2
CAT_239,2,order1B-locationflip,23,5360,5502,CAT_239_session2
CAT_240,1,order2B-locationflip,1,560,704,CAT_240_session1
CAT_240,1,order2B-locationflip,2,782,925,CAT_240_session1
CAT_240,1,order2B-locationflip,3,1116,1260,CAT_240_session1
CAT_240,1,order2B-locationflip,4,1337,1481,CAT_240_session1
CAT_240,2,order2A-locationflip,1,369,450,CAT_240_session2
CAT_240,2,order2A-locationflip,2,494,575,CAT_240_session2
CAT_240,2,order2A-locationflip,3,618,699,CAT_240_session2
CAT_240,2,order2A-locationflip,4,744,826,CAT_240_session2
CAT_240,2,order2A-locationflip,6,997,1092,CAT_240_session2
CAT_240,2,order2A-locationflip,7,1143,1238,CAT_240_session2
CAT_240,2,order2A-locationflip,8,1287,1369,CAT_240_session2
CAT_240,2,order2A-locationflip,9,1412,1494,CAT_240_session2
CAT_240,2,order2A-locationflip,11,1661,1743,CAT_240_session2
CAT_240,2,order2A-locationflip,12,1786,1867,CAT_240_session2
CAT_240,2,order2A-locationflip,13,1911,1993,CAT_240_session2
CAT_240,2,order2A-locationflip,14,2036,2118,CAT_240_session2
CAT_240,2,order2A-locationflip,16,2287,2382,CAT_240_session2
CAT_240,2,order2A-locationflip,17,2435,2550,CAT_240_session2
CAT_240,2,order2A-locationflip,18,2606,2701,CAT_240_session2
CAT_240,2,order2A-locationflip,19,2750,2832,CAT_240_session2
CAT_240,2,order2A-locationflip,21,3000,3081,CAT_240_session2
CAT_240,2,order2A-locationflip,22,3125,3206,CAT_240_session2
CAT_240,2,order2A-locationflip,23,3251,3333,CAT_240_session2
CAT_240,2,order2A-locationflip,24,3375,3457,CAT_240_session2
CAT_240,2,order2A-locationflip,26,3625,3707,CAT_240_session2
CAT_240,2,order2A-locationflip,27,3750,3832,CAT_240_session2
CAT_240,2,order2A-locationflip,28,3876,3958,CAT_240_session2
CAT_240,2,order2A-locationflip,29,4003,4085,CAT_240_session2
CAT_241,1,order1A,1,329,400,CAT_241_session1
CAT_241,1,order1A,2,440,512,CAT_241_session1
CAT_241,1,order1A,3,551,623,CAT_241_session1
CAT_241,1,order1A,4,661,733,CAT_241_session1
CAT_241,1,order1A,6,882,954,CAT_241_session1
CAT_241,1,order1A,7,993,1065,CAT_241_session1
CAT_241,1,order1A,8,1103,1175,CAT_241_session1
CAT_241,1,order1A,9,1215,1287,CAT_241_session1
CAT_241,1,order1A,11,1437,1508,CAT_241_session1
CAT_241,1,order1A,12,1546,1618,CAT_241_session1
CAT_241,1,order1A,13,1657,1729,CAT_241_session1
CAT_241,1,order1A,14,1768,1840,CAT_241_session1
CAT_241,1,order1A,17,2100,2172,CAT_241_session1
CAT_241,1,order1A,18,2211,2283,CAT_241_session1
CAT_241,1,order1A,19,2322,2394,CAT_241_session1
CAT_241,1,order1A,21,2543,2615,CAT_241_session1
CAT_241,1,order1A,22,2654,2726,CAT_241_session1
CAT_241,1,order1A,23,2765,2837,CAT_241_session1
CAT_241,1,order1A,24,2875,2946,CAT_241_session1
CAT_241,1,order1A,26,3097,3168,CAT_241_session1
CAT_241,1,order1A,27,3208,3280,CAT_241_session1
CAT_241,1,order1A,28,3319,3391,CAT_241_session1
CAT_241,1,order1A,29,3431,3497,CAT_241_session1
CAT_242,2,order2B-locationflip,1,507,648,CAT_242_session2
CAT_242,2,order2B-locationflip,2,724,865,CAT_242_session2
CAT_242,2,order2B-locationflip,3,942,1083,CAT_242_session2
CAT_242,2,order2B-locationflip,4,1160,1301,CAT_242_session2
CAT_242,2,order2B-locationflip,6,1750,1891,CAT_242_session2
CAT_242,2,order2B-locationflip,7,1971,2113,CAT_242_session2
CAT_242,2,order2B-locationflip,8,2189,2330,CAT_242_session2
CAT_242,2,order2B-locationflip,9,2407,2548,CAT_242_session2
CAT_242,2,order2B-locationflip,11,3082,3223,CAT_242_session2
CAT_242,2,order2B-locationflip,12,3305,3446,CAT_242_session2
CAT_242,2,order2B-locationflip,13,3523,3664,CAT_242_session2
CAT_242,2,order2B-locationflip,14,3741,3882,CAT_242_session2
CAT_242,2,order2B-locationflip,16,4382,4523,CAT_242_session2
CAT_242,2,order2B-locationflip,23,5971,6111,CAT_242_session2
CAT_242,2,order2B-locationflip,24,6188,6329,CAT_242_session2
CAT_242,2,order2B-locationflip,29,7370,7512,CAT_242_session2
CAT_243,1,order2B-locationflip,1,515,659,CAT_243_session1
CAT_243,1,order2B-locationflip,2,737,881,CAT_243_session1
CAT_243,1,order2B-locationflip,3,960,1104,CAT_243_session1
CAT_243,1,order2B-locationflip,4,1180,1324,CAT_243_session1
CAT_243,1,order2B-locationflip,6,1625,1769,CAT_243_session1
CAT_243,1,order2B-locationflip,7,1847,1991,CAT_243_session1
CAT_243,1,order2B-locationflip,8,2069,2213,CAT_243_session1
CAT_243,1,order2B-locationflip,9,2292,2436,CAT_243_session1
CAT_243,1,order2B-locationflip,11,2737,2881,CAT_243_session1
CAT_243,1,order2B-locationflip,12,2960,3104,CAT_243_session1
CAT_243,1,order2B-locationflip,13,3182,3326,CAT_243_session1
CAT_243,1,order2B-locationflip,14,3405,3549,CAT_243_session1
CAT_243,1,order2B-locationflip,16,3850,3994,CAT_243_session1
CAT_243,1,order2B-locationflip,17,4071,4215,CAT_243_session1
CAT_243,1,order2B-locationflip,18,4294,4438,CAT_243_session1
CAT_243,1,order2B-locationflip,19,4517,4661,CAT_243_session1
CAT_243,1,order2B-locationflip,21,4962,5106,CAT_243_session1
CAT_243,1,order2B-locationflip,22,5184,5328,CAT_243_session1
CAT_243,1,order2B-locationflip,23,5406,5550,CAT_243_session1
CAT_243,1,order2B-locationflip,24,5629,5773,CAT_243_session1
CAT_243,1,order2B-locationflip,26,6074,6218,CAT_243_session1
CAT_243,1,order2B-locationflip,27,6297,6441,CAT_243_session1
CAT_243,1,order2B-locationflip,28,6520,6664,CAT_243_session1
CAT_243,1,order2B-locationflip,29,6743,6887,CAT_243_session1
CAT_243,2,order2A-locationflip,1,572,716,CAT_243_session2
CAT_243,2,order2A-locationflip,2,795,939,CAT_243_session2
CAT_243,2,order2A-locationflip,3,1017,1161,CAT_243_session2
CAT_243,2,order2A-locationflip,4,1240,1384,CAT_243_session2
CAT_243,2,order2A-locationflip,8,2130,2274,CAT_243_session2
CAT_243,2,order2A-locationflip,9,2353,2497,CAT_243_session2
CAT_243,2,order2A-locationflip,11,2796,2940,CAT_243_session2
CAT_243,2,order2A-locationflip,12,3017,3161,CAT_243_session2
CAT_243,2,order2A-locationflip,13,3240,3384,CAT_243_session2
CAT_243,2,order2A-locationflip,16,3908,4052,CAT_243_session2
CAT_243,2,order2A-locationflip,17,4131,4275,CAT_243_session2
CAT_243,2,order2A-locationflip,18,4353,4497,CAT_243_session2
CAT_243,2,order2A-locationflip,19,4576,4720,CAT_243_session2
CAT_243,2,order2A-locationflip,21,5022,5166,CAT_243_session2
CAT_243,2,order2A-locationflip,22,5244,5388,CAT_243_session2
CAT_243,2,order2A-locationflip,23,5467,5611,CAT_243_session2
CAT_243,2,order2A-locationflip,24,5690,5834,CAT_243_session2
CAT_243,2,order2A-locationflip,26,6135,6279,CAT_243_session2
CAT_243,2,order2A-locationflip,27,6358,6502,CAT_243_session2
CAT_243,2,order2A-locationflip,28,6581,6725,CAT_243_session2
CAT_243,2,order2A-locationflip,29,6803,6947,CAT_243_session2
CAT_244,1,order1A,1,653,797,CAT_244_session1
CAT_244,1,order1A,2,873,1017,CAT_244_session1
CAT_244,1,order1A,3,1096,1240,CAT_244_session1
CAT_244,1,order1A,4,1318,1461,CAT_244_session1
CAT_244,1,order1A,6,1756,1900,CAT_244_session1
CAT_244,1,order1A,7,1978,2121,CAT_244_session1
CAT_244,1,order1A,8,2199,2343,CAT_244_session1
CAT_244,1,order1A,9,2420,2564,CAT_244_session1
CAT_244,1,order1A,11,2861,3005,CAT_244_session1
CAT_244,1,order1A,12,3080,3224,CAT_244_session1
CAT_244,1,order1A,13,3302,3446,CAT_244_session1
CAT_244,1,order1A,14,3521,3665,CAT_244_session1
CAT_244,1,order1A,16,3962,4106,CAT_244_session1
CAT_244,1,order1A,17,4184,4328,CAT_244_session1
CAT_244,1,order1A,18,4403,4547,CAT_244_session1
CAT_244,1,order1A,19,4624,4766,CAT_244_session1
CAT_244,1,order1A,21,5059,5203,CAT_244_session1
CAT_244,1,order1A,22,5278,5422,CAT_244_session1
CAT_244,1,order1A,23,5498,5642,CAT_244_session1
CAT_244,1,order1A,24,5718,5861,CAT_244_session1
CAT_244,1,order1A,26,6157,6301,CAT_244_session1
CAT_244,1,order1A,27,6376,6520,CAT_244_session1
CAT_244,1,order1A,28,6598,6742,CAT_244_session1
CAT_244,1,order1A,29,6820,6964,CAT_244_session1
CAT_244,2,order1B,1,586,730,CAT_244_session2
CAT_244,2,order1B,2,808,951,CAT_244_session2
CAT_244,2,order1B,3,1027,1171,CAT_244_session2
CAT_244,2,order1B,4,1246,1390,CAT_244_session2
CAT_244,2,order1B,6,1685,1829,CAT_244_session2
CAT_244,2,order1B,7,1905,2049,CAT_244_session2
CAT_244,2,order1B,8,2126,2270,CAT_244_session2
CAT_244,2,order1B,9,2348,2492,CAT_244_session2
CAT_244,2,order1B,11,2786,2929,CAT_244_session2
CAT_244,2,order1B,12,3006,3150,CAT_244_session2
CAT_244,2,order1B,13,3227,3371,CAT_244_session2
CAT_244,2,order1B,14,3448,3592,CAT_244_session2
CAT_244,2,order1B,16,3886,4028,CAT_244_session2
CAT_244,2,order1B,17,4105,4249,CAT_244_session2
CAT_244,2,order1B,18,4325,4469,CAT_244_session2
CAT_244,2,order1B,19,4544,4688,CAT_244_session2
CAT_244,2,order1B,21,4985,5129,CAT_244_session2
CAT_244,2,order1B,22,5205,5349,CAT_244_session2
CAT_244,2,order1B,23,5427,5571,CAT_244_session2
CAT_244,2,order1B,24,5646,5790,CAT_244_session2
CAT_244,2,order1B,26,6087,6231,CAT_244_session2
CAT_244,2,order1B,27,6306,6450,CAT_244_session2
CAT_244,2,order1B,28,6526,6670,CAT_244_session2
CAT_244,2,order1B,29,6747,6891,CAT_244_session2
CAT_245,1,order1B,1,541,682,CAT_245_session1
CAT_245,1,order1B,2,759,899,CAT_245_session1
CAT_245,1,order1B,3,976,1117,CAT_245_session1
CAT_245,1,order1B,4,1194,1335,CAT_245_session1
CAT_245,1,order1B,6,1628,1769,CAT_245_session1
CAT_245,1,order1B,7,1848,1987,CAT_245_session1
CAT_245,1,order1B,8,2066,2207,CAT_245_session1
CAT_245,1,order1B,9,2286,2426,CAT_245_session1
CAT_245,1,order1B,11,2720,2859,CAT_245_session1
CAT_245,1,order1B,12,2936,3077,CAT_245_session1
CAT_245,1,order1B,13,3154,3295,CAT_245_session1
CAT_245,1,order1B,14,3372,3513,CAT_245_session1
CAT_245,1,order1B,16,3808,3949,CAT_245_session1
CAT_245,2,order1A,1,490,612,CAT_245_session2
CAT_245,2,order1A,2,677,793,CAT_245_session2
CAT_245,2,order1A,3,852,935,CAT_245_session2
