sub_num,session,age,trial_order,trial_number,target_image,condition,length_critical_window,useable_frames_critical_window,percent_useable_critical_window,useable_critical_window,mean_target_looking_critical,length_critical_window_short,useable_frames_critical_window_short,percent_useable_critical_window_short,useable_critical_window_short,mean_target_looking_critical_short,length_baseline_window,useable_frames_baseline_window,percent_useable_baseline_window,useable_baseline_window,mean_target_looking_baseline,percent_right_looking,percent_left_looking,side_bias_right,side_bias_left,useable_window,useable_window_short,corrected_target_looking,corrected_target_looking_short,age_exclusion,pauseStudy,video_capture_time,audio_time_s,framerate,exclude_technical_issue,technical_issue_exclusion_reason,exclude_frame_rate,trial_exclusion,trial_exclusion_reason,exclude_participant,preterm_infant_exclusion,non_english_exposure_exclusion,dev_concern_exclusion,side_bias_exclusion,exclude_participant_insufficient_data
CAT_201,2,512,order1B-locationflip,27,lionfish_600x600,atypical,75,69,0.92,1,0.6666666666666666,45,41,0.9111111111111111,1,0.853658536585366,60,56,0.9333333333333333,1,0.6964285714285716,0.65,0.2833333333333333,0,0,1,1,-0.02976190476190499,0.15722996515679433,0,NA,7.21300029754639,7.196999788284302,30.1659,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,28,cardinal_600x600,typical,75,71,0.9466666666666667,1,0.7183098591549295,45,43,0.9555555555555556,1,0.558139534883721,60,54,0.9,1,0.38888888888888873,0.35,0.55,0,0,1,1,0.3294209702660408,0.1692506459948323,0,NA,7.21600008010864,7.199000120162964,30.17,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,29,arabianmau_600x600,typical,76,67,0.881578947368421,1,0.8805970149253732,46,37,0.8043478260869565,1,0.7837837837837837,60,57,0.95,1,0.2631578947368419,0.7,0.25,0,0,1,1,0.6174391201885313,0.5206258890469417,0,NA,7.21399974822998,7.211999893188477,30.1385,0,NA,0,0,,0,0,0,0,0,0
CAT_202,1,558,order2B,1,heron_600x600,atypical,74,57,0.7702702702702703,1,0.350877192982456,44,34,0.7727272727272727,1,0.5882352941176472,60,57,0.95,1,0.36842105263157904,0.35,0.6,0,0,1,1,-0.017543859649123028,0.21981424148606815,0,NA,7.43999981880188,7.414000034332275,29.9464,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,3,sphynx_600x600,atypical,75,64,0.8533333333333334,1,0.875,45,34,0.7555555555555555,1,0.7647058823529411,60,52,0.8666666666666667,1,0.5192307692307689,0.4166666666666667,0.45,0,0,1,1,0.35576923076923106,0.24547511312217218,0,NA,7.45099973678589,7.414999961853027,29.9464,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,6,kookaburra_600x600,atypical,75,73,0.9733333333333334,1,0.5890410958904112,45,43,0.9555555555555556,1,0.3023255813953489,60,54,0.9,1,0.6111111111111113,0.35,0.55,0,0,1,1,-0.022070015220700068,-0.3087855297157624,0,NA,7.36899995803833,7.357000112533569,29.9481,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,7,bass_600x600,typical,75,64,0.8533333333333334,1,0.796875,45,42,0.9333333333333333,1,0.6904761904761904,60,54,0.9,1,0.5,0.45,0.45,0,0,1,1,0.296875,0.19047619047619035,0,NA,7.38800001144409,7.373000144958496,29.9472,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,8,sheepdog_600x600,atypical,74,72,0.972972972972973,1,0.9444444444444443,45,43,0.9555555555555556,1,0.9069767441860466,60,59,0.9833333333333333,1,0.338983050847458,0.3333333333333333,0.65,0,0,1,1,0.6054613935969864,0.5679936933385885,0,NA,7.4060001373291,7.377999782562256,29.9472,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,9,tabby_600x600,typical,75,75,1,1,1,45,45,1,1,1,60,56,0.9333333333333333,1,0.26785714285714285,0.6833333333333333,0.25,0,0,1,1,0.7321428571428572,0.7321428571428572,0,NA,7.37299990653992,7.34499979019165,29.9481,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,11,arabianmau_600x600,typical,74,72,0.972972972972973,1,0.8194444444444443,44,42,0.9545454545454546,1,0.6904761904761905,60,57,0.95,1,0.6140350877192985,0.36666666666666664,0.5833333333333334,0,0,1,1,0.20540935672514582,0.07644110275689198,0,NA,7.26699995994568,7.243000030517578,29.9449,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,12,cardinal_600x600,typical,75,49,0.6533333333333333,1,0.6122448979591838,45,39,0.8666666666666667,1,0.5128205128205128,60,36,0.6,1,0.75,0.45,0.15,0,0,1,1,-0.1377551020408162,-0.23717948717948723,0,NA,7.35699987411499,7.337000131607056,29.9481,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,13,betafish_600x600,atypical,74,59,0.7972972972972973,1,0.6779661016949152,44,37,0.8409090909090909,1,0.48648648648648646,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,7.38600015640259,7.360999822616577,29.9472,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,1,558,order2B,14,afghanhound_600x600,atypical,75,70,0.9333333333333333,1,0.5285714285714287,45,42,0.9333333333333333,1,0.8809523809523809,60,56,0.9333333333333333,1,0.5,0.4666666666666667,0.4666666666666667,0,0,1,1,0.028571428571428692,0.38095238095238093,0,NA,7.43299984931946,7.395999908447266,29.9472,0,NA,0,0,,1,0,0,0,0,1
CAT_202,1,558,order2B,17,clownfish_600x600,typical,75,67,0.8933333333333333,1,0.7761194029850748,45,43,0.9555555555555556,1,0.6976744186046511,60,19,0.31666666666666665,0,1,0,0.31666666666666665,0,0,0,0,-0.22388059701492524,-0.30232558139534893,0,NA,7.40300011634827,7.38700008392334,29.9472,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,1,558,order2B,21,sturgeon_600x600,atypical,75,32,0.4266666666666667,0,0.1875,45,17,0.37777777777777777,0,0.3529411764705882,60,14,0.23333333333333334,0,1,0.23333333333333334,0,0,0,0,0,-0.8125,-0.6470588235294118,0,NA,7.45500016212463,7.424999713897705,29.9464,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,1,558,order2B,22,chartreux_600x600,typical,75,71,0.9466666666666667,1,0.3661971830985913,45,43,0.9555555555555556,1,0.6046511627906977,59,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,7.45000004768372,7.42900013923645,29.9464,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,1,558,order2B,26,lionfish_600x600,atypical,75,72,0.96,1,0.3333333333333331,45,45,1,1,0,60,26,0.43333333333333335,0,0,0.43333333333333335,0,0,0,0,0,0.3333333333333331,0,0,NA,7.35999989509583,7.343999862670898,29.9481,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,1,558,order2B,27,oriental_600x600,atypical,75,51,0.68,1,0.5098039215686274,45,25,0.5555555555555556,1,1,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,7.41199994087219,7.40399980545044,29.9472,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,1,558,order2B,28,germanshepherd_600x600,typical,75,59,0.7866666666666666,1,0.559322033898305,45,30,0.6666666666666666,1,0.7333333333333333,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,7.36299991607666,7.348000049591064,29.9441,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,1,558,order2B,29,sparrow_600x600,typical,74,32,0.43243243243243246,0,0,45,21,0.4666666666666667,0,0,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,7.38800001144409,7.361999988555908,29.9472,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,2,561,order2A,1,sparrow_600x600,typical,75,63,0.84,1,0.6031746031746034,45,44,0.9777777777777777,1,0.8636363636363636,60,44,0.7333333333333333,1,0.6363636363636364,0.26666666666666666,0.4666666666666667,0,0,1,1,-0.03318903318903299,0.2272727272727273,0,NA,7.41100001335144,7.396999835968018,29.9314,0,NA,0,0,,1,0,0,0,0,1
CAT_202,2,561,order2A,2,germanshepherd_600x600,typical,75,72,0.96,1,0.5138888888888886,45,44,0.9777777777777777,1,0.6590909090909092,60,40,0.6666666666666666,1,0.625,0.4166666666666667,0.25,0,0,1,1,-0.11111111111111138,0.03409090909090917,0,NA,7.35400009155273,7.339999914169312,29.9322,0,NA,0,0,,1,0,0,0,0,1
CAT_202,2,561,order2A,3,oriental_600x600,atypical,75,36,0.48,0,1,45,36,0.8,1,1,60,57,0.95,1,0.2280701754385965,0.7333333333333333,0.21666666666666667,0,0,0,1,0.7719298245614035,0.7719298245614035,0,NA,7.44099998474121,7.415999889373779,29.9314,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,2,561,order2A,4,lionfish_600x600,atypical,75,36,0.48,0,1,45,7,0.15555555555555556,0,1,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,7.41199994087219,7.388000011444092,29.9314,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,2,561,order2A,6,bassethound_600x600,atypical,75,71,0.9466666666666667,1,0.7605633802816902,45,42,0.9333333333333333,1,0.6666666666666666,60,46,0.7666666666666667,1,0.6521739130434782,0.5,0.26666666666666666,0,0,1,1,0.10838946723821208,0.01449275362318847,0,NA,7.26199984550476,7.243000030517578,29.9329,0,NA,0,0,,1,0,0,0,0,1
CAT_202,2,561,order2A,7,robin_600x600,typical,74,61,0.8243243243243243,1,0.5901639344262296,44,32,0.7272727272727273,1,0.4375,60,18,0.3,0,0,0,0.3,0,0,0,0,0.5901639344262296,0.4375,0,NA,7.41300010681152,7.386000156402588,29.9314,0,NA,0,1,insufficient looking,1,0,0,0,0,1
CAT_202,2,561,order2A,8,chartreux_600x600,typical,75,42,0.56,1,1,45,42,0.9333333333333333,1,1,60,54,0.9,1,0.44444444444444425,0.5,0.4,0,0,1,1,0.5555555555555558,0.5555555555555558,0,NA,7.375,7.359000205993652,29.9322,0,NA,0,0,,1,0,0,0,0,1
