sub_num,session,age,trial_order,trial_number,target_image,condition,length_critical_window,useable_frames_critical_window,percent_useable_critical_window,useable_critical_window,mean_target_looking_critical,length_critical_window_short,useable_frames_critical_window_short,percent_useable_critical_window_short,useable_critical_window_short,mean_target_looking_critical_short,length_baseline_window,useable_frames_baseline_window,percent_useable_baseline_window,useable_baseline_window,mean_target_looking_baseline,percent_right_looking,percent_left_looking,side_bias_right,side_bias_left,useable_window,useable_window_short,corrected_target_looking,corrected_target_looking_short,age_exclusion,pauseStudy,video_capture_time,audio_time_s,framerate,exclude_technical_issue,technical_issue_exclusion_reason,exclude_frame_rate,trial_exclusion,trial_exclusion_reason,exclude_participant,preterm_infant_exclusion,non_english_exposure_exclusion,dev_concern_exclusion,side_bias_exclusion,exclude_participant_insufficient_data
CAT_201,1,505,order1A-locationflip,1,arabianmau_600x600,typical,76,70,0.9210526315789473,1,0.42857142857142844,46,42,0.9130434782608695,1,0.3095238095238096,60,56,0.9333333333333333,1,0.4821428571428571,0.45,0.48333333333333334,0,0,1,1,-0.05357142857142866,-0.1726190476190475,0,NA,7.21599984169006,7.214999914169312,30.1221,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,2,cardinal_600x600,typical,76,74,0.9736842105263158,1,0.5810810810810814,46,44,0.9565217391304348,1,0.29545454545454547,60,57,0.95,1,0.5964912280701757,0.38333333333333336,0.5666666666666667,0,0,1,1,-0.015410146989094375,-0.30103668261563027,0,NA,7.21600008010864,7.200000286102295,30.1508,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,3,lionfish_600x600,atypical,76,75,0.9868421052631579,1,0.6800000000000002,46,45,0.9782608695652174,1,0.4666666666666666,60,59,0.9833333333333333,1,0.542372881355932,0.45,0.5333333333333333,0,0,1,1,0.13762711864406818,-0.07570621468926536,0,NA,7.2170000076294,7.19599986076355,30.104,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,4,afghanhound_600x600,atypical,76,69,0.9078947368421053,1,0.9130434782608696,46,46,1,1,1,60,55,0.9166666666666666,1,0.6909090909090908,0.6333333333333333,0.2833333333333333,0,0,1,1,0.22213438735177882,0.3090909090909092,0,NA,7.22000026702881,7.217000007629395,30.1058,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,6,sheepdog_600x600,atypical,76,75,0.9868421052631579,1,0.49333333333333323,46,45,0.9782608695652174,1,0.1555555555555555,60,56,0.9333333333333333,1,0.5535714285714284,0.4166666666666667,0.5166666666666667,0,0,1,1,-0.060238095238095146,-0.3980158730158729,0,NA,7.20199990272522,7.183000087738037,30.1164,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,7,betafish_600x600,atypical,76,72,0.9473684210526315,1,0.09722222222222217,46,44,0.9565217391304348,1,0.045454545454545484,60,57,0.95,1,0.45614035087719296,0.43333333333333335,0.5166666666666667,0,0,1,1,-0.3589181286549708,-0.4106858054226475,0,NA,7.2170000076294,7.198000192642212,30.1287,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,8,robin_600x600,typical,76,74,0.9736842105263158,1,0.7297297297297296,46,46,1,1,1,60,52,0.8666666666666667,1,0.4807692307692308,0.4166666666666667,0.45,0,0,1,1,0.24896049896049882,0.5192307692307692,0,NA,7.21500015258789,7.210000038146973,30.1058,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,9,chartreux_600x600,typical,75,69,0.92,1,0.3478260869565219,45,41,0.9111111111111111,1,0.46341463414634154,61,58,0.9508196721311475,1,0.5,0.47540983606557374,0.47540983606557374,0,0,1,1,-0.1521739130434781,-0.03658536585365846,0,NA,7.21300005912781,7.203999996185303,30.1303,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,11,bluegill_600x600,typical,76,74,0.9736842105263158,1,0.43243243243243273,46,45,0.9782608695652174,1,0.24444444444444446,60,58,0.9666666666666667,1,0.29310344827586204,0.6833333333333333,0.2833333333333333,0,0,1,1,0.1393289841565707,-0.04865900383141758,0,NA,7.2170000076294,7.215000152587891,30.1139,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,12,beagle_600x600,typical,76,74,0.9736842105263158,1,0.4729729729729728,46,44,0.9565217391304348,1,0.7954545454545456,60,55,0.9166666666666666,1,0.6181818181818183,0.5666666666666667,0.35,0,0,1,1,-0.14520884520884547,0.17727272727272736,0,NA,7.2170000076294,7.197999954223633,30.1329,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,13,cornishrex_600x600,atypical,76,72,0.9473684210526315,1,0.5,46,44,0.9565217391304348,1,0.5454545454545457,60,56,0.9333333333333333,1,0.5892857142857145,0.38333333333333336,0.55,0,0,1,1,-0.08928571428571452,-0.043831168831168776,0,NA,7.21800017356873,7.197000026702881,30.1205,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,14,kookaburra_600x600,atypical,76,72,0.9473684210526315,1,0.8055555555555557,45,41,0.9111111111111111,1,0.6585365853658537,60,57,0.95,1,0.4035087719298246,0.38333333333333336,0.5666666666666667,0,0,1,1,0.4020467836257311,0.2550278134360291,0,NA,7.21399998664856,7.213000059127808,30.1017,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,16,kingfisher_600x600,atypical,76,74,0.9736842105263158,1,0.6621621621621625,46,44,0.9565217391304348,1,0.43181818181818193,60,58,0.9666666666666667,1,0.37931034482758613,0.6,0.36666666666666664,0,0,1,1,0.28285181733457637,0.0525078369905958,0,NA,7.20099997520447,7.178999900817871,30.118,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,17,germanshepherd_600x600,typical,76,74,0.9736842105263158,1,0.5270270270270271,45,44,0.9777777777777777,1,0.25,60,55,0.9166666666666666,1,0.4727272727272728,0.48333333333333334,0.43333333333333335,0,0,1,1,0.05429975429975431,-0.22272727272727277,0,NA,7.2170000076294,7.214999675750732,30.0976,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,18,clownfish_600x600,typical,76,72,0.9473684210526315,1,0.375,46,44,0.9565217391304348,1,0.5909090909090909,60,57,0.95,1,0.5438596491228069,0.5166666666666667,0.43333333333333335,0,0,1,1,-0.16885964912280693,0.04704944178628401,0,NA,7.2170000076294,7.19599986076355,30.1535,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,19,oriental_600x600,atypical,76,74,0.9736842105263158,1,0.9189189189189189,46,44,0.9565217391304348,1,0.8636363636363636,60,58,0.9666666666666667,1,0.2758620689655172,0.26666666666666666,0.7,0,0,1,1,0.6430568499534017,0.5877742946708464,0,NA,7.21300005912781,7.212000131607056,30.118,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,21,heron_600x600,atypical,75,68,0.9066666666666666,1,0.5,45,39,0.8666666666666667,1,0.5128205128205128,60,53,0.8833333333333333,1,0.490566037735849,0.43333333333333335,0.45,0,0,1,1,0.009433962264150997,0.022254475084663772,0,NA,7.21600008010864,7.214000225067139,30.1753,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,22,tabby_600x600,typical,76,71,0.9342105263157895,1,0.4366197183098591,46,43,0.9347826086956522,1,0.6976744186046511,60,56,0.9333333333333333,1,0.5714285714285716,0.5333333333333333,0.4,0,0,1,1,-0.13480885311871255,0.12624584717607945,0,NA,7.21299982070923,7.197999954223633,30.1287,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,23,bassethound_600x600,atypical,76,67,0.881578947368421,1,0.4029850746268656,46,37,0.8043478260869565,1,0.7297297297297296,60,20,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0.4029850746268656,0.7297297297297296,0,NA,7.21799993515015,7.216000080108643,30.1344,0,NA,0,1,insufficient looking,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,24,bass_600x600,typical,76,75,0.9868421052631579,1,0.8666666666666665,46,45,0.9782608695652174,1,0.7777777777777779,60,57,0.95,1,0.5614035087719298,0.4166666666666667,0.5333333333333333,0,0,1,1,0.3052631578947367,0.2163742690058481,0,NA,7.21600008010864,7.198999881744385,30.1246,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,26,sturgeon_600x600,atypical,76,74,0.9736842105263158,1,0.7027027027027024,46,44,0.9565217391304348,1,0.5,60,56,0.9333333333333333,1,0.5535714285714284,0.5166666666666667,0.4166666666666667,0,0,1,1,0.14913127413127403,-0.05357142857142838,0,NA,7.20099997520447,7.181999921798706,30.1344,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,27,sphynx_600x600,atypical,76,75,0.9868421052631579,1,0.7199999999999998,46,45,0.9782608695652174,1,0.5333333333333334,60,59,0.9833333333333333,1,0.5254237288135595,0.4666666666666667,0.5166666666666667,0,0,1,1,0.19457627118644027,0.00790960451977396,0,NA,7.21299982070923,7.211999893188477,30.1508,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,28,goldenretriever_600x600,typical,76,74,0.9736842105263158,1,0.5675675675675671,46,44,0.9565217391304348,1,0.9545454545454546,60,57,0.95,1,0.6842105263157896,0.65,0.3,0,0,1,1,-0.1166429587482225,0.270334928229665,0,NA,7.21500015258789,7.213000059127808,30.118,0,NA,0,0,,0,0,0,0,0,0
CAT_201,1,505,order1A-locationflip,29,sparrow_600x600,typical,76,72,0.9473684210526315,1,0.7083333333333331,46,42,0.9130434782608695,1,0.5,60,56,0.9333333333333333,1,0.4821428571428571,0.48333333333333334,0.45,0,0,1,1,0.22619047619047605,0.017857142857142905,0,NA,7.21199989318848,7.210000038146973,30.118,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,1,sparrow_600x600,typical,76,73,0.9605263157894737,1,0.5753424657534248,46,44,0.9565217391304348,1,0.8636363636363636,60,53,0.8833333333333333,1,0.5471698113207546,0.48333333333333334,0.4,0,0,1,1,0.028172654432670252,0.31646655231560905,0,NA,7.21400022506714,7.212000131607056,30.1058,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,2,goldenretriever_600x600,typical,76,72,0.9473684210526315,1,0.6805555555555557,46,44,0.9565217391304348,1,0.6363636363636362,60,57,0.95,1,0.6315789473684209,0.35,0.6,0,0,1,1,0.048976608187134785,0.004784688995215336,0,NA,7.21399998664856,7.211999893188477,30.1262,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,3,sphynx_600x600,atypical,76,75,0.9868421052631579,1,0.6533333333333338,46,45,0.9782608695652174,1,0.42222222222222205,60,55,0.9166666666666666,1,0.5636363636363634,0.5166666666666667,0.4,0,0,1,1,0.08969696969697039,-0.14141414141414133,0,NA,7.22099995613098,7.214999675750732,30.1099,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,4,sturgeon_600x600,atypical,75,67,0.8933333333333333,1,0.6119402985074626,45,43,0.9555555555555556,1,0.8604651162790699,61,57,0.9344262295081968,1,0.701754385964912,0.2786885245901639,0.6557377049180327,0,0,1,1,-0.08981408745744945,0.15871073031415783,0,NA,7.21600008010864,7.210000038146973,30.1671,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,6,bass_600x600,typical,76,74,0.9736842105263158,1,0.8243243243243241,46,46,1,1,1,60,48,0.8,1,0.5208333333333334,0.4166666666666667,0.38333333333333336,0,0,1,1,0.30349099099099075,0.47916666666666663,0,NA,7.22000026702881,7.199000120162964,30.118,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,7,bassethound_600x600,atypical,75,72,0.96,1,0.6944444444444443,45,45,1,1,1,60,38,0.6333333333333333,1,0.263157894736842,0.16666666666666666,0.4666666666666667,0,0,1,1,0.43128654970760233,0.736842105263158,0,NA,7.21200013160706,7.208000183105469,30.1303,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,8,tabby_600x600,typical,75,74,0.9866666666666667,1,0.8513513513513516,45,44,0.9777777777777777,1,0.75,60,57,0.95,1,0.38596491228070157,0.5833333333333334,0.36666666666666664,0,0,1,1,0.4653864390706501,0.36403508771929843,0,NA,7.20400023460388,7.180999994277954,30.1205,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,9,heron_600x600,atypical,76,59,0.7763157894736842,1,0.4237288135593221,46,36,0.782608695652174,1,0.41666666666666663,60,56,0.9333333333333333,1,0.625,0.35,0.5833333333333334,0,0,1,1,-0.20127118644067787,-0.20833333333333337,0,NA,7.21500015258789,7.212000131607056,30.1385,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,11,oriental_600x600,atypical,76,75,0.9868421052631579,1,0.92,46,46,1,1,1,60,58,0.9666666666666667,1,0.22413793103448276,0.75,0.21666666666666667,0,0,1,1,0.6958620689655173,0.7758620689655172,0,NA,7.20099973678589,7.180999994277954,30.1099,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,12,clownfish_600x600,typical,76,67,0.881578947368421,1,0.4925373134328359,46,43,0.9347826086956522,1,0.6976744186046511,60,56,0.9333333333333333,1,0.5714285714285715,0.4,0.5333333333333333,0,0,1,1,-0.0788912579957356,0.12624584717607956,0,NA,7.21399974822998,7.210000038146973,30.1303,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,13,germanshepherd_600x600,typical,76,73,0.9605263157894737,1,0.6438356164383564,46,46,1,1,1,60,56,0.9333333333333333,1,0.517857142857143,0.48333333333333334,0.45,0,0,1,1,0.1259784735812134,0.482142857142857,0,NA,7.21499991416931,7.2139997482299805,30.1508,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,14,kingfisher_600x600,atypical,76,74,0.9736842105263158,1,0.7432432432432431,46,44,0.9565217391304348,1,0.5681818181818181,60,56,0.9333333333333333,1,0.2321428571428571,0.21666666666666667,0.7166666666666667,0,0,1,1,0.511100386100386,0.336038961038961,0,NA,7.21300005912781,7.209000110626221,30.1262,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,16,kookaburra_600x600,atypical,75,71,0.9466666666666667,1,0.7464788732394367,45,45,1,1,1,60,56,0.9333333333333333,1,0.4464285714285716,0.5166666666666667,0.4166666666666667,0,0,1,1,0.3000503018108651,0.5535714285714284,0,NA,7.20199990272522,7.182999849319458,30.1742,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,17,cornishrex_600x600,atypical,76,75,0.9868421052631579,1,1,46,45,0.9782608695652174,1,1,60,55,0.9166666666666666,1,0.3272727272727271,0.3,0.6166666666666667,0,0,1,1,0.6727272727272728,0.6727272727272728,0,NA,7.21399998664856,7.211999893188477,30.1548,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,18,beagle_600x600,typical,76,70,0.9210526315789473,1,0.6285714285714288,46,42,0.9130434782608695,1,0.5238095238095238,60,57,0.95,1,0.3508771929824563,0.6166666666666667,0.3333333333333333,0,0,1,1,0.2776942355889725,0.17293233082706755,0,NA,7.21300005912781,7.210000038146973,30.1221,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,19,bluegill_600x600,typical,75,74,0.9866666666666667,1,0.5810810810810814,45,44,0.9777777777777777,1,0.9772727272727273,60,57,0.95,1,0.3508771929824563,0.3333333333333333,0.6166666666666667,0,0,1,1,0.23020388809862508,0.626395534290271,0,NA,7.21300005912781,7.209000110626221,30.1426,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,21,chartreux_600x600,typical,76,74,0.9736842105263158,1,0.8243243243243241,46,44,0.9565217391304348,1,0.7045454545454544,60,42,0.7,1,0.7380952380952381,0.5166666666666667,0.18333333333333332,0,0,1,1,0.08622908622908598,-0.033549783549783774,0,NA,7.21199989318848,7.210999965667725,30.118,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,22,robin_600x600,typical,76,68,0.8947368421052632,1,0.48529411764705876,46,42,0.9130434782608695,1,0.4761904761904761,60,54,0.9,1,0.6666666666666667,0.3,0.6,0,0,1,1,-0.18137254901960798,-0.19047619047619063,0,NA,7.21399974822998,7.197000026702881,30.1329,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,23,betafish_600x600,atypical,75,73,0.9733333333333334,1,0.5342465753424656,45,44,0.9777777777777777,1,0.6363636363636362,60,56,0.9333333333333333,1,0.39285714285714285,0.5666666666666667,0.36666666666666664,0,0,1,1,0.1413894324853227,0.2435064935064934,0,NA,7.21799993515015,7.197000026702881,30.1535,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,24,sheepdog_600x600,atypical,76,66,0.868421052631579,1,0.36363636363636387,46,38,0.8260869565217391,1,0.6315789473684209,60,55,0.9166666666666666,1,0.45454545454545453,0.4166666666666667,0.5,0,0,1,1,-0.09090909090909066,0.17703349282296638,0,NA,7.21099996566772,7.210999965667725,30.118,0,NA,0,0,,0,0,0,0,0,0
CAT_201,2,512,order1B-locationflip,26,afghanhound_600x600,atypical,76,69,0.9078947368421053,1,0.5942028985507246,46,44,0.9565217391304348,1,0.7045454545454544,60,53,0.8833333333333333,1,0.45283018867924535,0.48333333333333334,0.4,0,0,1,1,0.14137270987147926,0.251715265866209,0,NA,7.20199990272522,7.184000015258789,30.1411,0,NA,0,0,,0,0,0,0,0,0
