sub_num,id,typical,experience,experience_open,typical_num,image_name,plural_category,name,pets,books_animals,typical_num_z,typical_by_category_z
CAT_266,9,very atypical,No,NA,1,chartreux_600x600,cats,chartreux,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",-0.8102267742304923,-0.8475793795260129
CAT_266,10,very atypical,No,NA,1,clownfish_600x600,fish,clownfish,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",-0.8102267742304923,-0.4082482904638632
CAT_266,11,very atypical,No,NA,1,cornishrex_600x600,cats,cornishrex,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",-0.8102267742304923,-0.8475793795260129
CAT_266,12,somewhat atypical,Yes,"Her aunt has a husky (similarly shaped), she sees it probably once a month.",2,germanshepherd_600x600,dogs,germanshepherd,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",0.21321757216591922,0.2752409412815901
CAT_266,13,somewhat typical,Yes,Our dog looks similar. Plus her great aunt has a golden lab who have the same face shape.,4,goldenretriever_600x600,dogs,goldenretriever,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",2.260106264958742,1.926686588971131
CAT_266,14,somewhat atypical,Yes,"She's seen many differently birds, in books. Not sure if she notice the herons she's been around (due to distance).",2,heron_600x600,birds,heron,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",0.21321757216591922,-0.5976143046671968
CAT_266,15,somewhat atypical,Yes,"She sees many different birds, in books. I'm not sure if she's noticed woodpeckers in real life, although she's been around them.",2,kingfisher_600x600,birds,kingfisher,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",0.21321757216591922,-0.5976143046671968
CAT_266,16,somewhat atypical,Yes,"She saw a kookaburra once at a zoo... but she sees many different birds, in books.",2,kookaburra_600x600,birds,kookaburra,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",0.21321757216591922,-0.5976143046671968
CAT_266,17,very atypical,No,NA,1,lionfish_600x600,fish,lionfish,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",-0.8102267742304923,-0.4082482904638632
CAT_266,18,somewhat atypical,Yes,"Her aunt has a striped cat, she's seen it once.",2,oriental_600x600,cats,oriental,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",0.21321757216591922,0.16951587590520267
CAT_266,19,somewhat typical,Yes,"She's seen lots of different birdsn I'm books. Plus, we have a Robin (or 2) that frequent our backyard (which she often watches through the sliding door).",4,robin_600x600,birds,robin,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",2.260106264958742,1.7928429140015905
CAT_266,20,very atypical,No,NA,1,sheepdog_600x600,dogs,sheepdog,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",-0.8102267742304923,-0.5504818825631804
CAT_266,21,neither typical nor atypical,Yes,"She's seen many different birds, in books. Finches kind of hold that ""basic"" bird look... I'm sure she'd recognize this.",3,sparrow_600x600,birds,sparrow,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",1.2366619185623307,0.5976143046671968
CAT_266,22,very atypical,No,NA,1,sphynx_600x600,cats,sphynx,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",-0.8102267742304923,-0.8475793795260129
CAT_266,23,very atypical,No,NA,1,sturgeon_600x600,fish,sturgeon,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",-0.8102267742304923,-0.4082482904638632
CAT_266,24,neither typical nor atypical,Yes,"Her aunt has a striped cat, she's seen it once.",3,tabby_600x600,cats,tabby,1 Golden Mutt,"'- Don't Forget to Remember (Ellie Holcomb)
- Who Sang the First Song (Ellie Holcomb)
- Alphaprints (Sarah Powell)
- 15 Animals (Sandra Boynton)
- The World is Awake for Little Ones (Linsey Davis)

& a lot more...",1.2366619185623307,1.1866111313364183
CAT_264,1,somewhat typical,Yes,NA,4,afghanhound_600x600,dogs,afghanhound,NA,NA,0.2552965382024128,0
CAT_264,2,very typical,Yes,NA,5,arabianmau_600x600,cats,arabianmau,NA,NA,0.9360873067421803,0.7613869876268811
CAT_264,3,somewhat typical,Yes,NA,4,bass_600x600,fish,bass,NA,NA,0.2552965382024128,0.48382062482261484
CAT_264,4,neither typical nor atypical,Yes,NA,3,bassethound_600x600,dogs,bassethound,NA,NA,-0.4254942303373547,-0.7905694150420948
CAT_264,5,very typical,Yes,NA,5,beagle_600x600,dogs,beagle,NA,NA,0.9360873067421803,0.7905694150420948
CAT_264,6,somewhat atypical,No,NA,2,betafish_600x600,fish,betafish,NA,NA,-1.1062849988771222,-0.6773488747516605
CAT_264,7,very typical,Yes,NA,5,bluegill_600x600,fish,bluegill,NA,NA,0.9360873067421803,1.0644053746097526
CAT_264,8,somewhat typical,Yes,NA,4,cardinal_600x600,birds,cardinal,NA,NA,0.2552965382024128,0.2439750182371334
CAT_264,9,very typical,Yes,NA,5,chartreux_600x600,cats,chartreux,NA,NA,0.9360873067421803,0.7613869876268811
CAT_264,10,very typical,Yes,NA,5,clownfish_600x600,fish,clownfish,NA,NA,0.9360873067421803,1.0644053746097526
CAT_264,11,very atypical,Yes,NA,1,cornishrex_600x600,cats,cornishrex,NA,NA,-1.7870757674168896,-1.522773975253762
CAT_264,12,very typical,Yes,NA,5,germanshepherd_600x600,dogs,germanshepherd,NA,NA,0.9360873067421803,0.7905694150420948
CAT_264,13,very typical,Yes,NA,5,goldenretriever_600x600,dogs,goldenretriever,NA,NA,0.9360873067421803,0.7905694150420948
CAT_264,14,very typical,Yes,NA,5,heron_600x600,birds,heron,NA,NA,0.9360873067421803,0.9759000729485333
CAT_264,15,somewhat typical,Yes,NA,4,kingfisher_600x600,birds,kingfisher,NA,NA,0.2552965382024128,0.2439750182371334
CAT_264,16,somewhat atypical,No,NA,2,kookaburra_600x600,birds,kookaburra,NA,NA,-1.1062849988771222,-1.2198750911856664
CAT_264,17,very atypical,No,NA,1,lionfish_600x600,fish,lionfish,NA,NA,-1.7870757674168896,-1.2579336245387982
CAT_264,18,somewhat typical,Yes,NA,4,oriental_600x600,cats,oriental,NA,NA,0.2552965382024128,0.19034674690672035
CAT_264,19,very typical,Yes,NA,5,robin_600x600,birds,robin,NA,NA,0.9360873067421803,0.9759000729485333
CAT_264,20,somewhat atypical,No,NA,2,sheepdog_600x600,dogs,sheepdog,NA,NA,-1.1062849988771222,-1.5811388300841895
CAT_264,21,somewhat atypical,Yes,NA,2,sparrow_600x600,birds,sparrow,NA,NA,-1.1062849988771222,-1.2198750911856664
CAT_264,22,somewhat atypical,Yes,NA,2,sphynx_600x600,cats,sphynx,NA,NA,-1.1062849988771222,-0.9517337345336012
CAT_264,23,somewhat atypical,No,NA,2,sturgeon_600x600,fish,sturgeon,NA,NA,-1.1062849988771222,-0.6773488747516605
CAT_264,24,very typical,Yes,NA,5,tabby_600x600,cats,tabby,NA,NA,0.9360873067421803,0.7613869876268811
CAT_282,1,somewhat atypical,No,NA,2,afghanhound_600x600,dogs,afghanhound,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-0.7560044002106856,-1.8646746349572287
CAT_282,2,somewhat typical,Yes,Grandparents have a cat different color,4,arabianmau_600x600,cats,arabianmau,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.8856148855400954
CAT_282,3,somewhat atypical,No,NA,2,bass_600x600,fish,bass,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-0.7560044002106856,-0.32274861218395157
CAT_282,4,somewhat typical,Yes,Home- We have a small breed dog,4,bassethound_600x600,dogs,bassethound,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.16951587590520245
CAT_282,5,very typical,Yes,Grandparents have a dog like this,5,beagle_600x600,dogs,beagle,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",1.610618070014069,1.186611131336418
CAT_282,6,neither typical nor atypical,Yes,Aquarium and Zoo,3,betafish_600x600,fish,betafish,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.032869756530899255,0.6454972243679027
CAT_282,7,somewhat atypical,No,NA,2,bluegill_600x600,fish,bluegill,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-0.7560044002106856,-0.32274861218395157
CAT_282,8,neither typical nor atypical,Yes,Birds in book,3,cardinal_600x600,birds,cardinal,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.032869756530899255,0
CAT_282,9,somewhat atypical,Yes,"Zoo- Cat exhibit. 
Books- Cats but more animated",2,chartreux_600x600,cats,chartreux,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-0.7560044002106856,-0.4428074427700475
CAT_282,10,somewhat typical,Yes,Finding nemo movie,4,clownfish_600x600,fish,clownfish,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,1.6137430609197572
CAT_282,11,very atypical,No,NA,1,cornishrex_600x600,cats,cornishrex,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-1.5448785569522705,-1.107018606925119
CAT_282,12,somewhat typical,Yes,Grandparents had a dog like this,4,germanshepherd_600x600,dogs,germanshepherd,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.16951587590520245
CAT_282,13,somewhat typical,Yes,Park,4,goldenretriever_600x600,dogs,goldenretriever,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.16951587590520245
CAT_282,14,somewhat typical,Yes,Birds at park,4,heron_600x600,birds,heron,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.7905694150420948
CAT_282,15,somewhat atypical,No,NA,2,kingfisher_600x600,birds,kingfisher,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-0.7560044002106856,-0.7905694150420948
CAT_282,16,very atypical,No,NA,1,kookaburra_600x600,birds,kookaburra,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-1.5448785569522705,-1.5811388300841895
CAT_282,17,somewhat atypical,Yes,Zoo/Aquarium,2,lionfish_600x600,fish,lionfish,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-0.7560044002106856,-0.32274861218395157
CAT_282,18,somewhat typical,Yes,Her grandparents have a cat like this,4,oriental_600x600,cats,oriental,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.8856148855400954
CAT_282,19,somewhat typical,Yes,Birds in books or outside,4,robin_600x600,birds,robin,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.7905694150420948
CAT_282,20,somewhat typical,Yes,We have a small breed dog that is this color but not same type.,4,sheepdog_600x600,dogs,sheepdog,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.16951587590520245
CAT_282,21,somewhat typical,Yes,Birds outside,4,sparrow_600x600,birds,sparrow,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.7905694150420948
CAT_282,22,very atypical,No,NA,1,sphynx_600x600,cats,sphynx,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-1.5448785569522705,-1.107018606925119
CAT_282,23,very atypical,No,NA,1,sturgeon_600x600,fish,sturgeon,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",-1.5448785569522705,-1.2909944487358058
CAT_282,24,somewhat typical,Yes,Her grandparents have a cat very similar to this,4,tabby_600x600,cats,tabby,Dog- Mini Poodle Dark Brown,"Brown Bear
Elmo at the Zoo
Llama Llama",0.8217439132724842,0.8856148855400954
CAT_281,1,somewhat atypical,No,NA,2,afghanhound_600x600,dogs,afghanhound,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-0.4856927381559619,-0.7071067811865475
CAT_281,2,very typical,Yes,Our house cat.,5,arabianmau_600x600,cats,arabianmau,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",1.6999245835458672,1.2579336245387982
CAT_281,3,very atypical,No,NA,1,bass_600x600,fish,bass,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-1.214231845389905,-0.6454972243679028
CAT_281,4,neither typical nor atypical,Yes,"She probably will know this is a dog, based on its bark and general physique, but we don't see many dogs like these around our neighborhood.",3,bassethound_600x600,dogs,bassethound,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.24284636907798113,0
CAT_281,5,somewhat typical,Yes,Looks like dogs we see in the neighborhood and at dog parks.,4,beagle_600x600,dogs,beagle,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.9713854763119242,0.7071067811865475
CAT_281,6,very atypical,No,NA,1,betafish_600x600,fish,betafish,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-1.214231845389905,-0.6454972243679028
CAT_281,7,neither typical nor atypical,Yes,"We've gone into a pet store and looked at fish. I wouldn't know if she would know this is a fish, however. Not very exposed to them besides the ones we eat...haha",3,bluegill_600x600,fish,bluegill,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.24284636907798113,1.2909944487358054
CAT_281,8,somewhat typical,Yes,We see lots of birds outside our windows at home and on walks.,4,cardinal_600x600,birds,cardinal,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.9713854763119242,0.8475793795260131
CAT_281,9,somewhat typical,Yes,Our house cat.,4,chartreux_600x600,cats,chartreux,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.9713854763119242,0.6773488747516605
CAT_281,10,neither typical nor atypical,Yes,Her big brother has started watching Finding Nemo recently.,3,clownfish_600x600,fish,clownfish,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.24284636907798113,1.2909944487358054
CAT_281,11,very atypical,Yes,Possibly our cat at home? But our cat at home is on the other spectrum of fur - our cat has a ton of fur!,1,cornishrex_600x600,cats,cornishrex,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-1.214231845389905,-1.0644053746097526
CAT_281,12,neither typical nor atypical,Yes,Dogs we've seen in our neighborhood.,3,germanshepherd_600x600,dogs,germanshepherd,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.24284636907798113,0
CAT_281,13,very typical,Yes,We see lots of golden retrievers on our walks.,5,goldenretriever_600x600,dogs,goldenretriever,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",1.6999245835458672,1.414213562373095
CAT_281,14,neither typical nor atypical,Yes,Looks like birds we see on walks around the lake.,3,heron_600x600,birds,heron,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.24284636907798113,-0.16951587590520245
CAT_281,15,somewhat atypical,No,NA,2,kingfisher_600x600,birds,kingfisher,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-0.4856927381559619,-1.186611131336418
CAT_281,16,somewhat atypical,No,NA,2,kookaburra_600x600,birds,kookaburra,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-0.4856927381559619,-1.186611131336418
CAT_281,17,very atypical,No,NA,1,lionfish_600x600,fish,lionfish,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-1.214231845389905,-0.6454972243679028
CAT_281,18,somewhat atypical,Yes,"We have a cat at home and there are some neighborhood cats that look really hungry, like this one.",2,oriental_600x600,cats,oriental,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-0.4856927381559619,-0.48382062482261484
CAT_281,19,somewhat typical,Yes,We see lots of birds on walks. There aren't too many birds like this in her books though.,4,robin_600x600,birds,robin,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.9713854763119242,0.8475793795260131
CAT_281,20,very atypical,No,NA,1,sheepdog_600x600,dogs,sheepdog,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-1.214231845389905,-1.414213562373095
CAT_281,21,somewhat typical,Yes,Looks like birds in our neighborhood.,4,sparrow_600x600,birds,sparrow,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.9713854763119242,0.8475793795260131
CAT_281,22,very atypical,No,NA,1,sphynx_600x600,cats,sphynx,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-1.214231845389905,-1.0644053746097526
CAT_281,23,very atypical,No,NA,1,sturgeon_600x600,fish,sturgeon,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",-1.214231845389905,-0.6454972243679028
CAT_281,24,somewhat typical,Yes,"We have a cat at home. We also see animals in books that we read, both real looking and cartoon ones. She hasn't been to the zoo yet.",4,tabby_600x600,cats,tabby,1 white and grey Himalayan cat,"'-Roar Roar Baby
-Good Night Moon
-Never Touch A Dinosaur
-The Wonderful Things You Will Be
-Peek A Who",0.9713854763119242,0.6773488747516605
CAT_279,1,very atypical,No,NA,1,afghanhound_600x600,dogs,afghanhound,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-1.1808426817082343
CAT_279,2,somewhat atypical,Yes,cat in a book,2,arabianmau_600x600,cats,arabianmau,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-0.3885761514929994,-0.22140372138502393
CAT_279,3,neither typical nor atypical,No,NA,3,bass_600x600,fish,bass,"1 black/tan/white hound mix
1 golden retriever",100 first animals,0.27755439392357084,0.7905694150420948
CAT_279,4,neither typical nor atypical,No,NA,3,bassethound_600x600,dogs,bassethound,"1 black/tan/white hound mix
1 golden retriever",100 first animals,0.27755439392357084,-0.09083405243909487
CAT_279,5,very typical,Yes,dogs in the neighborhood,5,beagle_600x600,dogs,beagle,"1 black/tan/white hound mix
1 golden retriever",100 first animals,1.6098154847567114,0.9991745768300445
CAT_279,6,very atypical,No,NA,1,betafish_600x600,fish,betafish,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-0.7905694150420948
CAT_279,7,somewhat atypical,No,NA,2,bluegill_600x600,fish,bluegill,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-0.3885761514929994,0
CAT_279,8,somewhat typical,Yes,"birds in the neighborhood, birds in a book",4,cardinal_600x600,birds,cardinal,"1 black/tan/white hound mix
1 golden retriever",100 first animals,0.9436849393401411,0.792593923901217
CAT_279,9,neither typical nor atypical,No,NA,3,chartreux_600x600,cats,chartreux,"1 black/tan/white hound mix
1 golden retriever",100 first animals,0.27755439392357084,0.4428074427700475
CAT_279,10,somewhat typical,Yes,fish in fish tank at daycare,4,clownfish_600x600,fish,clownfish,"1 black/tan/white hound mix
1 golden retriever",100 first animals,0.9436849393401411,1.5811388300841895
CAT_279,11,very atypical,No,NA,1,cornishrex_600x600,cats,cornishrex,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-0.8856148855400954
CAT_279,12,somewhat typical,Yes,dogs in the neighborhood,4,germanshepherd_600x600,dogs,germanshepherd,"1 black/tan/white hound mix
1 golden retriever",100 first animals,0.9436849393401411,0.4541702621954748
CAT_279,13,very typical,Yes,dog in household,5,goldenretriever_600x600,dogs,goldenretriever,"1 black/tan/white hound mix
1 golden retriever",100 first animals,1.6098154847567114,0.9991745768300445
CAT_279,14,somewhat atypical,Yes,bird at the zoo,2,heron_600x600,birds,heron,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-0.3885761514929994,-0.566138517072298
CAT_279,15,somewhat atypical,Yes,image in a book,2,kingfisher_600x600,birds,kingfisher,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-0.3885761514929994,-0.566138517072298
CAT_279,16,very atypical,No,NA,1,kookaburra_600x600,birds,kookaburra,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-1.2455047375590556
CAT_279,17,very atypical,No,NA,1,lionfish_600x600,fish,lionfish,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-0.7905694150420948
CAT_279,18,somewhat atypical,No,NA,2,oriental_600x600,cats,oriental,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-0.3885761514929994,-0.22140372138502393
CAT_279,19,neither typical nor atypical,No,NA,3,robin_600x600,birds,robin,"1 black/tan/white hound mix
1 golden retriever",100 first animals,0.27755439392357084,0.11322770341445948
CAT_279,20,very atypical,No,NA,1,sheepdog_600x600,dogs,sheepdog,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-1.1808426817082343
CAT_279,21,very typical,Yes,birds in the neighborhood,5,sparrow_600x600,birds,sparrow,"1 black/tan/white hound mix
1 golden retriever",100 first animals,1.6098154847567114,1.4719601443879744
CAT_279,22,very atypical,No,NA,1,sphynx_600x600,cats,sphynx,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-0.8856148855400954
CAT_279,23,very atypical,No,NA,1,sturgeon_600x600,fish,sturgeon,"1 black/tan/white hound mix
1 golden retriever",100 first animals,-1.0547066969095698,-0.7905694150420948
CAT_279,24,very typical,Yes,cat in book,5,tabby_600x600,cats,tabby,"1 black/tan/white hound mix
1 golden retriever",100 first animals,1.6098154847567114,1.7712297710801905
CAT_278,1,somewhat atypical,No,NA,2,afghanhound_600x600,dogs,afghanhound,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",-0.7484551991837488,-2.041241452319315
CAT_278,2,very typical,Yes,"The zoo, friends, our own cats",5,arabianmau_600x600,cats,arabianmau,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",0.8845379626717031,0.4082482904638632
CAT_278,3,very typical,Yes,Fish at the mall look like that,5,bass_600x600,fish,bass,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",0.8845379626717031,0.8951435925492909
CAT_278,4,very typical,Yes,Our family owns a dog like thay,5,bassethound_600x600,dogs,bassethound,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",0.8845379626717031,0.4082482904638631
CAT_278,5,very typical,Yes,"Friends with dogs, tvshows, the zoo",5,beagle_600x600,dogs,beagle,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",0.8845379626717031,0.4082482904638631
CAT_278,6,somewhat typical,Yes,Fish at the mall,4,betafish_600x600,fish,betafish,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",0.34020690871988585,0.3580574370197163
CAT_278,7,very typical,Yes,Fish at mall and zoo,5,bluegill_600x600,fish,bluegill,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",0.8845379626717031,0.8951435925492909
CAT_278,8,very atypical,No,NA,1,cardinal_600x600,birds,cardinal,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",-1.2927862531355663,-0.6454972243679026
CAT_278,9,very typical,Yes,"Our cat, the zoo, TV",5,chartreux_600x600,cats,chartreux,1 black and white long hair cat,"My little pony series, goodnight moon , are you my mom, the rainbow fish",0.8845379626717031,0.4082482904638632
