Trial,Framerate,Framecount,file,response_uuid,trial_number
36,27.9094,212,framerate_table_6fccc399-e582-4478-aeb3-f770bd9dfe82,6fccc399-e582-4478-aeb3-f770bd9dfe82,26
37,55.9503,441,framerate_table_6fccc399-e582-4478-aeb3-f770bd9dfe82,6fccc399-e582-4478-aeb3-f770bd9dfe82,27
38,64.2827,151,framerate_table_6fccc399-e582-4478-aeb3-f770bd9dfe82,6fccc399-e582-4478-aeb3-f770bd9dfe82,28
39,53.178,420,framerate_table_6fccc399-e582-4478-aeb3-f770bd9dfe82,6fccc399-e582-4478-aeb3-f770bd9dfe82,29
11,30.1783,220,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,1
12,30.1576,220,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,2
13,30.1535,220,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,3
14,30.0123,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,4
16,30.1653,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6
17,30.1528,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,7
18,30.1576,220,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,8
19,30.1576,220,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,9
21,30.1736,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,11
22,30.1576,220,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,12
23,30.1647,218,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,13
24,30.1618,220,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,14
26,30.1653,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,16
27,30.1647,218,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,17
28,30.1778,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,18
29,29.8673,216,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,19
31,30.1688,218,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,21
32,30.1694,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,22
33,30.1736,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,23
34,30.1487,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,24
36,30.1688,218,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,26
37,30.1653,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,27
38,30.1528,219,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,28
39,30.1688,218,framerate_table_6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,6ff17a71-1f9a-4bc2-a5b2-16bbf6119f96,29
11,30.0976,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,1
12,30.0854,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,2
13,30.1229,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,3
14,30.1148,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,4
16,30.1099,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,6
17,29.8548,220,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,7
18,30.0904,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,8
19,30.1026,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,9
21,30.1058,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,11
22,30.1148,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,12
23,30.1221,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,13
24,29.9946,221,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,14
26,30.1017,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,16
27,30.1433,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,17
28,30.1107,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,18
29,30.0976,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,19
31,29.9986,221,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,21
32,30.0863,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,22
33,30.0904,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,23
34,30.1221,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,24
36,30.1344,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,26
37,30.1229,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,27
38,30.1026,223,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,28
39,30.0854,222,framerate_table_701f4ba0-f271-4edf-8657-3a88668f6fbe,701f4ba0-f271-4edf-8657-3a88668f6fbe,29
11,29.9612,162,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,1
12,30.0405,163,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,2
13,29.8838,162,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,3
14,29.5699,165,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,4
16,30.0905,163,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,6
17,29.9434,164,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,7
18,29.939,162,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,8
19,29.8049,165,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,9
21,30.0461,163,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,11
22,30.0461,163,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,12
23,29.7597,161,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,13
24,29.8427,167,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,14
26,29.7322,161,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,16
27,29.9177,160,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,17
28,29.939,162,framerate_table_70667252-8a5f-4800-9a05-2721b77807bd,70667252-8a5f-4800-9a05-2721b77807bd,18
11,15.4266,113,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,1
12,15.9705,117,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,2
13,15.9618,117,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,3
14,15.5844,114,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,4
16,15.4667,113,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,6
17,15.9401,117,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,7
18,15.2901,112,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,8
19,15.1681,111,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,9
21,14.648,108,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,11
22,14.6899,108,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,12
23,14.5305,106,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,13
24,14.4237,106,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,14
26,14.3482,105,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,16
27,14.3359,106,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,17
28,14.6227,106,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,18
29,15.1164,111,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,19
31,15.4997,114,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,21
32,15.5951,114,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,22
33,15.5653,114,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,23
34,15.1536,111,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,24
36,15.102,111,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,26
37,15.9379,117,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,27
38,15.763,116,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,28
39,15.1536,111,framerate_table_715e8152-57bf-459d-9cfe-ff75585f5adc,715e8152-57bf-459d-9cfe-ff75585f5adc,29
11,15.1536,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,1
12,15.1621,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,2
13,15.1557,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,3
14,15.1494,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,4
16,15.1599,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,6
17,15.1578,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,7
18,15.1599,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,8
19,15.164,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,9
21,15.1452,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,11
22,15.1515,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,12
23,15.1705,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,13
24,15.1684,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,14
26,15.1494,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,16
27,15.1389,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,17
28,15.162,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,18
29,15.1452,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,19
31,15.1599,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,21
32,15.1661,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,22
33,15.1578,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,23
34,15.1453,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,24
36,15.1599,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,26
37,15.1515,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,27
38,15.1661,110,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,28
39,15.1599,109,framerate_table_71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,71f6c27a-e0e9-44ac-a2f5-b28e5cd3bd8c,29
11,29.7554,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,1
12,29.7579,220,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,2
13,29.8184,220,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,3
14,29.8099,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,4
16,29.753,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,6
17,29.7554,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,7
18,29.6146,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,8
19,29.7595,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,9
21,29.7489,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,11
22,29.7595,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,12
23,29.6226,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,13
24,29.753,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,14
26,29.6044,217,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,16
27,29.6075,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,17
28,29.6226,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,18
29,29.7514,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,19
31,29.7448,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,21
32,29.8224,220,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,22
33,29.6226,219,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,23
34,29.8262,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,24
36,29.7489,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,26
37,29.8181,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,27
38,29.8181,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,28
39,29.8099,218,framerate_table_72953e28-00d2-40be-9c33-4b2acb1719f3,72953e28-00d2-40be-9c33-4b2acb1719f3,29
11,29.7246,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,1
12,29.3682,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,2
13,29.7246,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,3
14,29.372,217,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,4
16,29.7138,217,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,6
17,29.5906,219,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7
18,29.4754,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,8
19,29.7312,219,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,9
21,29.4837,217,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,11
22,29.7286,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,12
23,29.6155,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,13
24,29.4555,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,14
26,29.5467,219,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,16
27,29.4356,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,17
28,29.4038,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,18
29,29.6306,219,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,19
31,29.4953,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,21
32,29.5513,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,22
33,29.6357,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,23
34,29.2853,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,24
36,29.7138,217,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,26
37,29.5874,218,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,27
38,29.2966,217,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,28
39,29.6066,219,framerate_table_7349e6dd-7ffa-4549-8e48-18dc4f6e128a,7349e6dd-7ffa-4549-8e48-18dc4f6e128a,29
11,13.0203,122,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,1
12,12.7913,118,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,2
13,12.7431,116,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,3
14,12.8377,115,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,4
16,12.8257,127,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,6
17,12.8932,125,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,7
18,12.7261,121,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,8
19,12.7198,115,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,9
21,12.8828,130,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,11
22,12.8571,117,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,12
23,12.7641,116,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,13
24,12.946,123,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,14
26,13.0283,123,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,16
27,12.9751,155,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,17
28,12.9537,116,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,18
29,13.0223,115,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,19
31,12.9937,126,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,21
32,12.7556,121,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,22
33,12.8793,118,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,23
34,12.9088,120,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,24
36,12.8724,124,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,26
37,12.9545,124,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,27
38,12.9622,129,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,28
39,13.119,151,framerate_table_7358ad60-106e-4b67-b119-ce12d011fc68,7358ad60-106e-4b67-b119-ce12d011fc68,29
11,29.8099,218,framerate_table_78a579b3-51e2-4faf-b4fd-ae581244daa6,78a579b3-51e2-4faf-b4fd-ae581244daa6,1
12,28.3313,209,framerate_table_78a579b3-51e2-4faf-b4fd-ae581244daa6,78a579b3-51e2-4faf-b4fd-ae581244daa6,2
13,25.8913,191,framerate_table_78a579b3-51e2-4faf-b4fd-ae581244daa6,78a579b3-51e2-4faf-b4fd-ae581244daa6,3
14,26.5303,166,framerate_table_78a579b3-51e2-4faf-b4fd-ae581244daa6,78a579b3-51e2-4faf-b4fd-ae581244daa6,4
16,26.491,195,framerate_table_78a579b3-51e2-4faf-b4fd-ae581244daa6,78a579b3-51e2-4faf-b4fd-ae581244daa6,6
