Trial,Framerate,Framecount,file,response_uuid,trial_number
17,30.1017,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,7
18,30.1139,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,8
19,30.1058,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,9
21,30.1099,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,11
22,30.1058,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,12
23,30.1139,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,13
24,30.1099,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,14
26,30.1017,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,16
27,30.1058,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,17
28,30.1017,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,18
29,30.1017,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,19
31,30.1099,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,21
32,30.1139,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,22
33,30.1139,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,23
34,30.1139,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,24
36,30.1099,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,26
37,30.1058,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,27
38,30.1017,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,28
39,30.1099,222,framerate_table_40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,40b6d38f-7d6a-4d40-a5f8-f1b8d99f0685,29
11,29.5284,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,1
12,29.5399,217,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,2
13,29.6012,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,3
14,29.5203,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,4
16,29.5971,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,6
17,29.5399,217,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,7
18,29.5243,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,8
19,29.6012,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,9
21,29.6012,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,11
22,29.6053,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,12
23,29.5243,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,13
24,29.5971,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,14
26,29.6012,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,16
27,29.5324,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,17
28,29.6053,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,18
29,29.5971,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,19
31,29.5971,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,21
32,29.6012,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,22
33,29.5931,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,23
34,29.5971,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,24
36,29.2966,217,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,26
37,29.3208,218,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,27
38,29.4318,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,28
39,29.5526,216,framerate_table_40bdcdde-ee63-4f48-a355-d15cee91b6ed,40bdcdde-ee63-4f48-a355-d15cee91b6ed,29
11,30.0721,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,1
12,30.1336,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,2
13,30.118,222,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,3
14,30.135,163,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,4
16,30.1008,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,6
17,30.1542,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,7
18,30.0967,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,8
19,30.0973,164,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,9
21,30.0014,220,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,11
22,30.1049,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,12
23,30.1008,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,13
24,30.1395,162,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,14
26,30.118,222,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,16
27,30.109,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,17
28,30.1131,221,framerate_table_40d4f501-1b6c-421a-9496-6c6757d80aa8,40d4f501-1b6c-421a-9496-6c6757d80aa8,18
11,29.9817,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,1
12,29.8488,227,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,2
13,30.0013,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,3
14,30.0092,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,4
16,29.8781,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,6
17,29.9777,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,7
18,30.0013,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,8
19,29.9112,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,9
21,29.9621,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,11
22,29.8156,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,12
23,29.9935,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,13
24,29.9803,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,14
26,29.9606,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,16
27,29.9738,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,17
28,29.8742,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,18
29,29.8547,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,19
31,29.7689,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,21
32,29.8488,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,22
33,30.021,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,23
34,29.933,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,24
36,29.9581,229,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,26
37,29.933,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,27
38,29.7393,227,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,28
39,29.9606,228,framerate_table_40f6db64-7e48-48f3-b81e-09195a155a5f,40f6db64-7e48-48f3-b81e-09195a155a5f,29
11,29.4993,218,framerate_table_410b3c10-548a-4cfa-8aed-81ff962bdeb4,410b3c10-548a-4cfa-8aed-81ff962bdeb4,1
12,29.7611,218,framerate_table_410b3c10-548a-4cfa-8aed-81ff962bdeb4,410b3c10-548a-4cfa-8aed-81ff962bdeb4,2
13,29.4072,188,framerate_table_410b3c10-548a-4cfa-8aed-81ff962bdeb4,410b3c10-548a-4cfa-8aed-81ff962bdeb4,3
11,30.1865,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,1
12,30.2097,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,2
13,30.233,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,3
14,30.1923,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,4
16,30.2097,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,6
17,30.233,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,7
18,30.1923,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,8
19,30.1981,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,9
21,30.2272,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,11
22,30.2505,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,12
23,30.233,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,13
24,30.1575,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,14
26,30.2214,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,16
27,30.1633,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,17
28,30.2039,157,framerate_table_4126f72d-437e-40cb-b56d-88ffb4746339,4126f72d-437e-40cb-b56d-88ffb4746339,18
11,30.118,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,1
12,30.1431,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,2
13,30.1766,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,3
14,30.2334,158,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,4
16,30.1598,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,6
17,30.185,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,7
18,30.1431,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,8
19,30.1923,157,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,9
21,30.164,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,11
22,30.1556,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,12
23,30.1808,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,13
24,30.2272,157,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,14
26,30.164,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,16
27,30.1598,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,17
28,30.164,217,framerate_table_4165fd66-7c91-4d3f-9510-77d6479b06c7,4165fd66-7c91-4d3f-9510-77d6479b06c7,18
11,30.1067,223,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,1
12,30.1008,221,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,2
13,30.1008,221,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,3
14,30.1385,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,4
16,30.1017,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,6
17,30.1058,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,7
18,30.1221,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,8
19,30.1008,221,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,9
21,30.0772,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,11
22,30.0813,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,12
23,30.1131,221,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,13
24,30.1229,223,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,14
26,30.1189,223,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,16
27,30.0895,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,17
28,30.1058,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,18
29,30.1099,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,19
31,30.1058,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,21
32,30.1148,223,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,22
33,30.1229,223,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,23
34,30.118,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,24
36,30.1099,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,26
37,29.9824,221,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,27
38,30.1303,222,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,28
39,30.1008,221,framerate_table_42737ccb-cb28-47c8-8242-0903d335ec69,42737ccb-cb28-47c8-8242-0903d335ec69,29
11,30,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,1
12,30,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,2
13,30,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,3
14,30,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,4
16,29.97,241,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,6
17,30,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,7
18,29.97,243,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,8
19,29.97,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,9
21,29.97,226,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,11
22,29.97,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,12
23,30,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,13
24,29.9167,242,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,14
26,26.9281,228,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,16
27,26.4456,193,framerate_table_427823f3-3466-41e6-b4b4-3c955aab2eb7,427823f3-3466-41e6-b4b4-3c955aab2eb7,17
11,30.1067,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,1
12,30.1116,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,2
13,30.0945,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,3
14,30.1017,222,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4
16,30.1197,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,6
17,30.1156,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,7
18,30.1237,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,8
19,30.118,222,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,9
21,30.1197,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,11
22,30.0863,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,12
23,30.1359,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,13
24,30.1067,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,14
26,30.1237,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,16
27,30.1278,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,17
28,30.0742,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,18
29,30.1026,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,19
31,30.118,222,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,21
32,30.1156,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,22
33,30.1026,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,23
34,30.1139,222,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,24
36,30.1116,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,26
37,30.1156,224,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,27
38,30.1026,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,28
39,30.0499,223,framerate_table_4668376b-ffc0-4be9-95d0-df3c0d8afeb2,4668376b-ffc0-4be9-95d0-df3c0d8afeb2,29
11,29.7827,222,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,1
12,29.9771,223,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,2
13,29.9464,229,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,3
14,29.7567,170,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,4
16,29.9393,227,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,6
17,29.5496,227,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,7
18,29.9202,225,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,8
19,29.7619,170,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,9
21,29.831,226,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,11
22,29.7189,222,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,12
23,29.6889,230,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,13
24,29.7639,174,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,14
26,29.6406,221,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,16
27,29.9242,225,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,17
28,29.7872,224,framerate_table_46bcfafd-b151-4d34-9643-a016863d668f,46bcfafd-b151-4d34-9643-a016863d668f,18
11,30.0313,221,framerate_table_46cfccff-4e6c-4f75-b76e-bb2f854a0728,46cfccff-4e6c-4f75-b76e-bb2f854a0728,1
12,30.0231,221,framerate_table_46cfccff-4e6c-4f75-b76e-bb2f854a0728,46cfccff-4e6c-4f75-b76e-bb2f854a0728,2
13,30.0313,221,framerate_table_46cfccff-4e6c-4f75-b76e-bb2f854a0728,46cfccff-4e6c-4f75-b76e-bb2f854a0728,3
14,30.0313,221,framerate_table_46cfccff-4e6c-4f75-b76e-bb2f854a0728,46cfccff-4e6c-4f75-b76e-bb2f854a0728,4
16,30.0247,219,framerate_table_46cfccff-4e6c-4f75-b76e-bb2f854a0728,46cfccff-4e6c-4f75-b76e-bb2f854a0728,6
