"simulation_num","model","fixed_effect","sample_size","nsims","power"
30,"3.1",0.05,68,100,0.51
30,"3.1",0.075,68,100,0.85
30,"3.1",0.1,68,100,0.96
30,"3.2",0.025,68,100,0.36
30,"3.2",0.05,68,100,0.95
31,"3.1",0.05,68,100,0.39
31,"3.1",0.075,68,100,0.61
31,"3.1",0.1,68,100,0.84
31,"3.2",0.025,68,100,0.42
31,"3.2",0.05,68,100,0.88
32,"3.1",0.05,68,100,0.43
32,"3.1",0.075,68,100,0.81
32,"3.1",0.1,68,100,0.96
32,"3.2",0.025,68,100,0.41
32,"3.2",0.05,68,100,0.98
33,"3.1",0.05,68,100,0.36
33,"3.1",0.075,68,100,0.56
33,"3.1",0.1,68,100,0.89
33,"3.2",0.025,68,100,0.2
33,"3.2",0.05,68,100,0.65
34,"3.1",0.05,68,100,0.46
34,"3.1",0.075,68,100,0.82
34,"3.1",0.1,68,100,0.96
34,"3.2",0.025,68,100,0.23
34,"3.2",0.05,68,100,0.78
35,"3.1",0.05,68,100,0.45
35,"3.1",0.075,68,100,0.79
35,"3.1",0.1,68,100,0.93
35,"3.2",0.025,68,100,0.41
35,"3.2",0.05,68,100,0.93
36,"3.1",0.05,68,100,0.53
36,"3.1",0.075,68,100,0.78
36,"3.1",0.1,68,100,0.91
36,"3.2",0.025,68,100,0.4
36,"3.2",0.05,68,100,0.97
37,"3.1",0.05,68,100,0.34
37,"3.1",0.075,68,100,0.61
37,"3.1",0.1,68,100,0.83
37,"3.2",0.025,68,100,0.28
37,"3.2",0.05,68,100,0.82
38,"3.1",0.05,68,100,0.39
38,"3.1",0.075,68,100,0.74
38,"3.1",0.1,68,100,0.91
38,"3.2",0.025,68,100,0.37
38,"3.2",0.05,68,100,0.91
39,"3.1",0.05,68,100,0.37
39,"3.1",0.075,68,100,0.64
39,"3.1",0.1,68,100,0.95
39,"3.2",0.025,68,100,0.39
39,"3.2",0.05,68,100,0.96
40,"3.1",0.05,68,100,0.36
40,"3.1",0.075,68,100,0.5
40,"3.1",0.1,68,100,0.9
40,"3.2",0.025,68,100,0.29
40,"3.2",0.05,68,100,0.95
41,"3.1",0.05,68,100,0.31
41,"3.1",0.075,68,100,0.69
41,"3.1",0.1,68,100,0.77
41,"3.2",0.025,68,100,0.43
41,"3.2",0.05,68,100,0.9
42,"3.1",0.05,68,100,0.31
42,"3.1",0.075,68,100,0.72
42,"3.1",0.1,68,100,0.89
42,"3.2",0.025,68,100,0.23
42,"3.2",0.05,68,100,0.72
43,"3.1",0.05,68,100,0.49
43,"3.1",0.075,68,100,0.83
43,"3.1",0.1,68,100,0.99
43,"3.2",0.025,68,100,0.52
43,"3.2",0.05,68,100,0.94
44,"3.1",0.05,68,100,0.28
44,"3.1",0.075,68,100,0.72
44,"3.1",0.1,68,100,0.93
44,"3.2",0.025,68,100,0.35
44,"3.2",0.05,68,100,0.93
45,"3.1",0.05,68,100,0.34
45,"3.1",0.075,68,100,0.75
45,"3.1",0.1,68,100,0.9
45,"3.2",0.025,68,100,0.44
45,"3.2",0.05,68,100,0.88
46,"3.1",0.05,68,100,0.4
46,"3.1",0.075,68,100,0.74
46,"3.1",0.1,68,100,0.87
46,"3.2",0.025,68,100,0.28
46,"3.2",0.05,68,100,0.91
47,"3.1",0.05,68,100,0.31
47,"3.1",0.075,68,100,0.66
47,"3.1",0.1,68,100,0.94
47,"3.2",0.025,68,100,0.4
47,"3.2",0.05,68,100,0.94
48,"3.1",0.05,68,100,0.5
48,"3.1",0.075,68,100,0.89
48,"3.1",0.1,68,100,1
48,"3.2",0.025,68,100,0.31
48,"3.2",0.05,68,100,0.88
49,"3.1",0.05,68,100,0.37
49,"3.1",0.075,68,100,0.71
49,"3.1",0.1,68,100,0.96
49,"3.2",0.025,68,100,0.26
49,"3.2",0.05,68,100,0.86
50,"3.1",0.05,68,100,0.51
50,"3.1",0.075,68,100,0.84
50,"3.1",0.1,68,100,0.98
50,"3.2",0.025,68,100,0.41
50,"3.2",0.05,68,100,0.94
