Trial	Framerate	Framecount
2	30.1205	290
7	30.4569	66
9	31.6265	21
10	30.2052	159
11	30.2281	159
12	30.1880	159
13	30.1930	158
14	30.2286	160
15	30.2339	159
16	30.2396	159
17	30.1765	159
18	30.1937	159
19	30.2511	159
20	30.1593	159
21	30.2339	159
22	30.2511	159
23	30.1988	158
24	30.1602	160
25	30.1765	159
26	30.1765	159
27	30.1757	158
28	30.2454	159
