Trial	Framerate	Framecount
4	23.9257	201
10	28.7337	263
11	28.1212	207
12	25.1325	185
13	25.1589	186
14	25.8913	191
15	26.5487	195
16	27.1524	199
17	29.8059	218
18	28.5985	211
19	27.1113	200
20	29.1355	214
21	28.0602	207
22	25.6202	189
23	25.6724	189
24	25.9705	192
25	26.8210	197
26	28.3313	209
27	25.9440	191
28	26.8402	198
29	28.6646	211
30	26.6921	196
31	27.8642	206
32	25.3233	186
33	25.7557	190
34	26.4910	195
35	28.0463	206
36	25.3786	186
37	25.5991	188
38	26.0268	192
39	26.8402	198
