Trial	Framerate	Framecount
4	29.6231	301
10	29.6053	270
11	29.5324	216
12	29.5520	217
13	29.5243	216
14	29.4237	217
15	29.5850	216
16	29.5324	216
17	29.4197	218
18	29.3408	219
19	29.5445	216
20	29.5364	216
21	29.6012	216
22	29.5513	218
23	29.5931	216
24	29.5405	216
25	29.5324	216
26	29.6012	216
27	29.5971	216
28	29.6012	216
29	29.6093	216
30	29.6663	216
31	29.5479	217
32	29.5243	216
33	29.5721	217
34	29.5971	216
35	28.9201	218
36	29.5364	216
37	29.5714	218
38	29.5203	216
39	29.5850	216
