Trial	Framerate	Framecount
2	30.0694	546
4	30.0899	445
7	30.0985	330
9	30.1014	362
10	30.1736	219
11	30.1438	218
12	30.1355	218
13	30.1487	219
14	30.1781	161
15	30.1487	219
16	30.1404	219
17	30.1487	219
18	30.1611	219
19	30.1545	160
20	30.1647	218
21	30.1404	219
22	30.1528	219
23	30.1897	218
24	30.2229	160
25	30.1147	218
26	30.1528	219
27	30.1694	219
28	30.1279	219
