Trial	Framerate	Framecount
4	28.9557	366
10	29.7224	273
11	29.6306	219
12	29.6106	219
13	29.7530	218
14	29.6266	219
15	29.6155	218
16	29.7433	219
17	29.6155	218
18	29.6155	218
19	29.6196	218
20	29.6236	218
21	29.7554	219
22	29.7408	218
23	29.7489	218
24	29.6266	219
25	29.6196	218
26	29.6115	218
27	29.6226	219
28	29.6226	219
29	29.6196	218
30	29.6155	218
31	29.6266	219
32	29.6236	218
33	29.6266	219
34	29.6196	218
35	29.6236	218
36	29.7514	219
37	29.6236	218
38	29.6909	219
39	29.6196	218
