Trial	Framerate	Framecount
4	29.7454	257
10	29.6671	270
11	29.8385	218
12	29.8630	218
13	29.6813	217
14	29.7733	218
15	29.7627	217
16	29.7872	217
17	29.6448	217
18	29.7149	222
19	29.7408	218
20	29.7505	217
21	29.7878	219
22	29.7546	217
23	29.8958	218
24	29.7611	218
25	29.9163	218
26	29.7668	217
27	29.7611	218
28	29.7959	219
29	29.7570	218
30	29.8898	217
31	29.7716	219
32	29.7546	217
33	29.7586	217
34	29.8835	218
35	29.8999	218
36	29.7546	217
37	29.7546	217
38	29.7733	218
39	29.7084	218
