Trial	Framerate	Framecount
4	29.3363	240
10	28.5505	273
11	29.2887	217
12	29.3006	217
13	29.4837	217
14	29.6003	217
15	29.1471	217
16	29.5342	220
17	29.3094	219
18	29.4236	220
19	29.2904	220
20	29.5850	216
21	29.3879	217
22	29.2977	219
23	29.5353	218
24	29.5626	219
25	29.2729	217
26	29.2943	220
27	29.3879	217
28	29.2165	220
29	29.3999	218
30	29.3838	216
31	29.2295	217
32	29.2762	216
33	29.2982	220
34	29.3959	218
35	29.3998	217
36	29.2853	218
37	29.2768	217
38	29.2453	217
39	29.5461	220
