Trial	Framerate	Framecount
4	30.0343	298
10	30.1178	202
11	30.1327	193
12	30.1180	222
13	30.2944	106
14	30.2071	124
15	30.2517	125
16	30.1359	224
17	29.9474	222
18	30.1017	222
19	30.1983	166
20	30.1196	209
21	30.2162	116
22	30.1107	223
23	30.1058	222
24	30.1017	222
25	30.1099	222
26	30.1026	223
27	30.0935	222
28	30.1058	222
29	30.1498	155
30	30.1793	170
31	30.3247	85
32	30.1941	126
33	30.1902	146
34	30.1310	207
35	30.1170	211
36	30.1860	172
37	30.3363	83
38	30.3242	87
39	30.2129	132
