Trial	Framerate	Framecount
4	30.0620	291
10	30.0883	276
11	30.1081	220
12	30.0967	221
13	30.1295	221
14	30.1172	221
15	30.1295	221
16	30.1205	220
17	30.1122	220
18	30.0926	221
19	30.1008	221
20	30.0999	220
21	30.0752	220
22	30.1040	220
23	30.1008	221
24	30.0762	221
25	30.1131	221
26	30.1279	219
27	30.1090	221
28	30.1081	220
29	30.0834	220
30	30.1344	222
31	30.1213	221
32	30.0967	221
33	30.1040	220
34	30.0967	221
35	30.1452	220
36	30.1164	220
37	30.1008	221
38	30.1049	221
39	30.1172	221
