Trial	Framerate	Framecount
4	30.1705	207
10	30.1318	272
11	30.1694	219
12	30.1605	218
13	30.1396	218
14	30.1640	217
15	30.1598	217
16	30.1598	217
17	30.1647	218
18	30.1688	218
19	30.1480	218
20	30.1598	217
21	30.1598	217
22	30.1605	218
23	30.1647	218
24	30.1688	218
25	30.1389	217
26	30.1598	217
27	30.1598	217
28	30.1556	217
29	30.1688	218
30	30.0000	216
31	30.1598	217
32	30.1618	220
33	30.1688	218
34	30.1688	218
35	30.1598	217
36	30.1640	217
37	30.1647	218
38	30.1850	217
39	30.1598	217
