Trial	Framerate	Framecount
2	30.0589	332
7	30.1096	184
9	30.0653	364
10	29.9620	221
11	30.1246	220
12	29.9986	221
13	30.1359	224
14	30.0683	163
15	28.8760	214
16	30.1164	220
17	30.1221	222
18	30.1197	224
19	30.1692	164
20	30.1237	224
21	30.0904	223
22	30.1017	222
23	30.0772	222
24	30.0019	160
25	29.8548	220
26	30.1480	224
27	29.9483	220
28	30.1392	223
