Trial	Framerate	Framecount
4	14.6274	200
10	13.1839	120
11	14.6616	107
12	14.6235	107
13	14.8781	108
14	14.6255	107
15	13.1525	96
16	14.7824	108
17	14.0403	103
18	14.6676	107
19	14.8582	109
20	14.7444	107
21	14.6415	107
22	14.6495	107
23	14.8745	109
24	14.7824	108
25	13.2913	97
26	13.2323	96
27	14.1921	104
28	14.7179	108
29	14.8765	109
30	13.4578	98
31	14.6275	107
32	15.0644	110
33	14.6455	107
34	13.4357	98
35	13.6818	100
36	14.6837	107
37	14.9068	108
38	14.8740	108
39	13.4449	98
