Trial	Framerate	Framecount
4	29.0223	320
10	29.3862	270
11	29.2723	216
12	29.2848	217
13	29.4158	217
14	29.4720	216
15	29.2881	216
16	29.4074	200
17	29.4197	217
18	29.4158	217
19	29.2887	217
20	29.4800	216
21	29.2927	217
22	29.2643	216
23	29.2690	217
24	29.1393	217
25	29.3958	217
26	29.1650	219
27	29.0528	219
28	29.2650	217
29	29.1483	218
30	29.2564	216
31	29.1661	220
32	29.1483	218
33	29.2735	218
34	29.3006	217
35	29.2564	216
36	29.1522	218
37	29.0456	217
38	29.2234	219
39	29.0456	217
