Trial	Framerate	Framecount
4	29.9281	254
10	30.0359	276
11	29.7676	219
12	29.9215	221
13	30.0406	222
14	30.0300	220
15	29.9986	221
16	30.0416	202
17	30.0447	222
18	30.0068	221
19	30.0629	220
20	29.9986	221
21	29.9272	222
22	29.9311	178
23	30.0225	334
24	30.0013	223
25	29.9946	221
26	29.9946	221
27	29.9986	221
28	29.9986	221
29	29.9986	221
30	29.9986	221
31	29.9890	136
32	30.0094	192
