Trial	Framerate	Framecount
4	30.1119	296
10	30.1413	271
11	30.1389	217
12	30.1347	217
13	30.1808	217
14	30.1347	217
15	30.1682	217
16	30.1892	217
17	30.1598	217
18	30.1263	217
19	30.1640	217
20	30.1598	217
21	30.1640	217
22	30.1640	217
23	30.1850	217
24	30.1850	217
25	30.1389	217
26	30.1180	217
27	30.1389	217
28	30.1640	217
29	30.1850	217
30	30.1640	217
31	30.1850	217
32	30.1347	217
33	30.1850	217
34	30.1431	217
35	30.1640	217
36	30.1515	217
37	30.1347	217
38	30.1682	217
39	30.1640	217
