Trial	Framerate	Framecount
4	15.0938	107
10	8.6928	79
11	8.8701	65
12	8.2406	60
13	7.8125	56
14	9.0078	65
15	8.1033	59
16	8.1033	59
17	8.5341	62
18	8.1044	59
19	8.5908	62
20	3.5631	26
21	8.1033	59
22	8.0689	59
23	8.1096	58
24	8.3322	60
25	8.5920	62
26	8.1096	58
27	8.1033	59
28	8.1522	60
29	10.8502	79
30	10.0983	74
31	11.1248	81
32	8.7500	63
33	9.0263	66
34	8.5153	62
35	8.1096	58
36	9.7813	72
37	8.3705	60
38	8.1033	59
39	8.1511	60
