Trial	Framerate	Framecount
4	9.2237	60
10	12.8655	143
11	13.0203	122
12	12.7913	118
13	12.7431	116
14	12.8377	115
16	12.8257	127
17	12.8932	125
18	12.7261	121
19	12.7198	115
20	12.5942	112
21	12.8828	130
22	12.8571	117
23	12.7641	116
24	12.9460	123
25	12.8834	113
26	13.0283	123
27	12.9751	155
28	12.9537	116
29	13.0223	115
30	12.8322	113
31	12.9937	126
32	12.7556	121
33	12.8793	118
34	12.9088	120
35	12.7770	113
36	12.8724	124
37	12.9545	124
38	12.9622	129
39	13.1190	151
