Trial	Framerate	Framecount
4	30.0760	281
10	30.0645	275
11	30.1295	221
12	30.1172	221
13	30.0762	221
14	30.1501	221
15	30.0990	219
16	30.1385	222
17	30.0916	220
18	30.1017	222
19	30.1180	222
20	30.1040	220
21	30.0629	220
22	30.0762	221
23	30.1508	222
24	30.1344	222
25	30.1058	222
26	30.1452	220
27	30.0793	220
28	30.1081	220
29	30.0885	221
30	30.1131	221
31	30.1287	220
32	30.1254	221
33	30.1377	221
34	30.0803	221
35	30.0866	219
36	30.1262	222
37	30.1411	220
38	30.1254	221
39	30.1221	222
