Trial	Framerate	Framecount
4	30.0959	229
10	30.0612	275
11	30.1295	221
12	30.1221	222
13	30.1221	222
14	30.1351	223
15	30.1254	221
16	30.1180	222
17	30.1189	223
18	30.1099	222
19	30.1107	223
20	30.1131	221
21	30.1213	221
22	30.0844	221
23	30.1026	223
24	30.1392	223
25	30.1180	222
26	29.9595	222
27	30.0985	223
28	30.1311	223
29	30.1139	222
30	30.1377	221
31	30.1026	223
32	30.1107	223
33	30.1148	223
34	30.1311	223
35	29.9986	221
36	30.1295	221
37	30.0742	223
38	30.1351	223
39	30.1433	223
