Trial	Framerate	Framecount
2	14.5426	313
7	16.8167	142
9	14.3127	174
10	16.1334	119
11	16.3221	120
12	16.1703	120
13	16.1843	118
14	15.9801	90
15	16.2514	120
16	16.1203	119
17	16.0011	117
18	16.1977	118
19	16.0692	91
20	16.1048	118
21	16.1529	120
22	16.1616	120
23	16.0582	117
24	16.0428	90
25	16.2214	119
26	16.0464	119
27	16.1159	119
28	16.1290	118
