Trial	Framerate	Framecount
4	30.1012	330
10	30.1298	274
11	30.1570	219
12	30.1783	220
13	30.1659	220
14	30.1535	220
15	30.1482	242
16	30.1783	220
17	30.1618	220
18	30.1618	220
19	30.1736	219
20	30.1647	218
21	30.1902	219
22	30.1736	219
23	30.1174	359
24	30.1647	218
25	30.1605	218
26	30.1736	219
27	30.1576	220
28	30.1438	218
29	30.1605	218
30	30.1850	217
31	30.1528	219
32	30.1700	220
33	30.1480	218
34	30.1688	218
35	30.1598	217
36	30.1694	219
37	30.1783	220
38	30.1688	218
39	30.0494	219
