Trial	Framerate	Framecount
4	29.4242	279
10	29.4862	268
11	29.8712	218
12	29.9303	219
13	29.7652	218
14	29.7774	218
15	29.7611	218
16	29.8813	219
17	29.6856	220
18	29.7820	220
19	29.7110	219
20	29.7151	219
21	29.7030	219
22	29.7337	220
23	29.7408	218
24	29.7579	220
25	29.7474	219
26	29.7855	218
27	29.7791	217
28	29.7814	218
29	29.9238	220
30	29.9245	218
31	29.8854	219
32	29.8958	218
33	29.9204	218
34	29.7872	217
35	29.7234	216
36	29.5289	215
37	29.9549	219
38	29.8794	218
39	29.6246	217
