Trial	Framerate	Framecount
4	29.2548	455
10	29.5890	270
11	29.1728	219
12	29.5273	218
13	29.1756	218
14	29.3011	218
15	29.5082	216
16	29.5802	217
17	29.1678	218
18	29.0567	219
19	29.2853	218
20	29.0473	218
21	29.1627	217
22	29.1717	218
23	29.1717	218
24	29.4276	219
25	29.5728	216
26	29.0605	219
27	29.0605	219
28	29.0489	219
29	29.1717	218
30	29.1588	217
31	29.0644	219
32	29.3880	218
33	29.5842	217
34	29.2971	218
35	29.1667	217
36	29.5761	217
37	29.0473	218
38	29.3999	218
39	29.1534	219
