Trial	Framerate	Framecount
4	30.1018	213
10	30.0785	276
11	30.0985	223
12	30.1026	223
13	30.1229	223
14	30.1116	224
15	30.0976	222
16	30.1099	222
17	30.1156	224
18	30.1156	224
19	30.1139	222
20	30.0935	222
21	30.1237	224
22	30.1359	224
23	30.1156	224
24	30.1107	223
25	30.1090	221
26	30.1148	223
27	30.1139	222
28	30.1139	222
29	30.1221	222
30	30.0976	222
31	30.1067	223
32	30.0895	222
33	30.1180	222
34	30.1180	222
35	30.1139	222
36	30.1139	222
37	30.0935	222
38	30.1180	222
39	30.0935	222
