Trial	Framerate	Framecount
4	29.6500	216
10	29.6499	271
11	29.5359	217
12	29.6489	217
13	29.6691	217
14	29.6529	217
15	29.6816	372
16	29.6610	217
17	29.7003	221
18	29.6732	217
19	29.6570	217
20	29.7398	456
21	29.7069	222
22	29.6801	218
23	29.6679	218
24	29.6788	219
25	29.7232	421
26	29.6896	220
27	29.6570	217
28	29.6529	217
29	29.5393	218
30	29.6720	285
31	29.6622	216
32	24.4124	215
33	29.5318	217
34	29.6570	217
35	29.6936	251
36	25.3930	189
37	29.5313	218
38	21.2483	80
39	29.7563	221
