Trial	Framerate	Framecount
4	25.2846	191
10	30.1686	272
11	30.1563	218
12	30.1438	218
13	30.0648	218
14	30.1438	218
15	30.1147	218
16	30.1688	218
17	30.1855	218
18	30.0221	217
19	30.0263	217
20	30.2190	218
21	30.1147	218
22	30.1396	218
23	30.1605	218
24	30.1944	219
25	30.2023	218
26	30.1521	218
27	30.1730	218
28	30.1480	218
29	30.0565	218
30	30.1188	218
31	30.1271	218
32	30.1688	218
33	30.1653	219
34	30.1902	219
35	30.1521	218
36	30.1147	218
37	30.1778	219
38	30.1986	219
39	30.1313	218
