"simulation_num","model","fixed_effect","sample_size","nsims","power"
1,"3.2",0.025,80,100,0.55
1,"3.2",0.05,80,100,0.99
2,"3.2",0.025,80,100,0.6
2,"3.2",0.05,80,100,1
3,"3.2",0.025,80,100,0.58
3,"3.2",0.05,80,100,0.99
4,"3.2",0.025,80,100,0.54
4,"3.2",0.05,80,100,0.96
5,"3.2",0.025,80,100,0.5
5,"3.2",0.05,80,100,1
6,"3.2",0.025,80,100,0.57
6,"3.2",0.05,80,100,0.97
7,"3.2",0.025,80,100,0.59
7,"3.2",0.05,80,100,0.97
8,"3.2",0.025,80,100,0.58
8,"3.2",0.05,80,100,1
9,"3.2",0.025,80,100,0.47
9,"3.2",0.05,80,100,1
10,"3.2",0.025,80,100,0.57
10,"3.2",0.05,80,100,1
11,"3.2",0.025,80,100,0.54
11,"3.2",0.05,80,100,0.98
12,"3.2",0.025,80,100,0.58
12,"3.2",0.05,80,100,0.99
13,"3.2",0.025,80,100,0.53
13,"3.2",0.05,80,100,0.99
14,"3.2",0.025,80,100,0.62
14,"3.2",0.05,80,100,0.98
15,"3.2",0.025,80,100,0.54
15,"3.2",0.05,80,100,0.99
16,"3.2",0.025,80,100,0.61
16,"3.2",0.05,80,100,1
17,"3.2",0.025,80,100,0.47
17,"3.2",0.05,80,100,1
18,"3.2",0.025,80,100,0.64
18,"3.2",0.05,80,100,0.98
19,"3.2",0.025,80,100,0.54
19,"3.2",0.05,80,100,1
20,"3.2",0.025,80,100,0.56
20,"3.2",0.05,80,100,1
21,"3.2",0.025,80,100,0.6
21,"3.2",0.05,80,100,0.99
22,"3.2",0.025,80,100,0.59
22,"3.2",0.05,80,100,0.99
23,"3.2",0.025,80,100,0.63
23,"3.2",0.05,80,100,0.99
24,"3.2",0.025,80,100,0.49
24,"3.2",0.05,80,100,1
25,"3.2",0.025,80,100,0.57
25,"3.2",0.05,80,100,1
26,"3.2",0.025,80,100,0.6
26,"3.2",0.05,80,100,0.98
27,"3.2",0.025,80,100,0.49
27,"3.2",0.05,80,100,0.97
28,"3.2",0.025,80,100,0.64
28,"3.2",0.05,80,100,1
29,"3.2",0.025,80,100,0.64
29,"3.2",0.05,80,100,0.99
30,"3.2",0.025,80,100,0.51
30,"3.2",0.05,80,100,1
31,"3.2",0.025,80,100,0.55
31,"3.2",0.05,80,100,0.99
32,"3.2",0.025,80,100,0.65
32,"3.2",0.05,80,100,1
33,"3.2",0.025,80,100,0.57
33,"3.2",0.05,80,100,1
34,"3.2",0.025,80,100,0.61
34,"3.2",0.05,80,100,0.99
35,"3.2",0.025,80,100,0.55
35,"3.2",0.05,80,100,1
36,"3.2",0.025,80,100,0.58
36,"3.2",0.05,80,100,1
37,"3.2",0.025,80,100,0.54
37,"3.2",0.05,80,100,0.97
38,"3.2",0.025,80,100,0.56
38,"3.2",0.05,80,100,1
39,"3.2",0.025,80,100,0.58
39,"3.2",0.05,80,100,0.97
40,"3.2",0.025,80,100,0.59
40,"3.2",0.05,80,100,0.98
41,"3.2",0.025,80,100,0.52
41,"3.2",0.05,80,100,0.98
42,"3.2",0.025,80,100,0.52
42,"3.2",0.05,80,100,0.98
43,"3.2",0.025,80,100,0.61
43,"3.2",0.05,80,100,1
44,"3.2",0.025,80,100,0.52
44,"3.2",0.05,80,100,1
45,"3.2",0.025,80,100,0.52
45,"3.2",0.05,80,100,0.96
46,"3.2",0.025,80,100,0.66
46,"3.2",0.05,80,100,0.99
47,"3.2",0.025,80,100,0.53
47,"3.2",0.05,80,100,0.98
48,"3.2",0.025,80,100,0.55
48,"3.2",0.05,80,100,0.98
49,"3.2",0.025,80,100,0.47
49,"3.2",0.05,80,100,0.99
50,"3.2",0.025,80,100,0.48
50,"3.2",0.05,80,100,0.97
